name,player_id,guild_name,guild_id,points_change,battles_change,era,points,battles
Casyhasy,8991313,Die Flitzpiepen 🦄,20795,2958259,108,SpaceAgeSpaceHub,4322820894,900074
Mister X123,4397549,Next Generation,16,14726525,465,SpaceAgeSpaceHub,4318564343,716220
gunderl,849340921,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,22283561,544,SpaceAgeSpaceHub,4311387538,629074
-Heidi-,9004327,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4171194,195,SpaceAgeSpaceHub,4310561028,899649
johndoe1,10345165,🥃 Havana Club 🥃,20016,14691431,496,SpaceAgeSpaceHub,4299394221,532693
Unity,9477691,XOX,25663,15654803,812,SpaceAgeSpaceHub,4296439574,712642
Svetik,10284923,🥇 Neuaufsteher 🥇,12806,416804,66,SpaceAgeSpaceHub,4290480017,662649
Yenkilus der 44.,8257853,Hessian Dragons,109,13465491,677,SpaceAgeSpaceHub,4270059563,602899
Asmodae,3530006,Force of Nature,21629,3503755,18,SpaceAgeSpaceHub,4268211321,739450
TimeHunter,3768400,Black Phönix,17642,3723488,231,SpaceAgeSpaceHub,4260901480,772466
Chris8156,9719229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,11997492,386,SpaceAgeTitan,4248373031,793373
Tööbi Valhall,8742752,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,6258783,267,SpaceAgeSpaceHub,4224555570,756347
Thorsten aus Hamburg,3123799,Horde der Hanse,14972,3704385,96,SpaceAgeSpaceHub,4217449118,649310
El buho,8566844,Only Ronin`s,17616,2031407,187,SpaceAgeSpaceHub,4212811220,718001
Edmund 485 der Verwegene,8174419,Rising Crown,3780,8604017,346,SpaceAgeSpaceHub,4209600022,776131
Honorius 746 der Weise,8592968,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10159815,493,SpaceAgeSpaceHub,4198264953,693489
pope600,2180229,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,7467761,232,SpaceAgeSpaceHub,4178903180,734019
MuadDib,851160841,🐉DragonRocker🏴‍☠️,7226,20882182,775,SpaceAgeSpaceHub,4178109991,825636
Felix .,1304842,FunFighters,3537,4346177,310,SpaceAgeSpaceHub,4177661145,704357
KämpferSiegfried,4738589,Outsiders,343,9584614,444,SpaceAgeSpaceHub,4172337839,808624
Blanka,7913583,Force of Nature,21629,2212880,78,SpaceAgeSpaceHub,4168589236,877866
Jochen dein Freund,850455917,Outsiders,343,7785212,351,SpaceAgeSpaceHub,4168331133,596730
Sandy112,7352617,Weisse Rose,6843,6996786,899,SpaceAgeSpaceHub,4166706632,693709
Milai,9532845,Black Phönix,17642,8420429,650,SpaceAgeSpaceHub,4163895391,860000
Joe Stoppelbart,8407475,🕊 Quo Vadis 🕊,2017,15386625,767,SpaceAgeSpaceHub,4154410622,729701
DARK SLAYER FRANK,849484067,Only Ronin`s,17616,11338919,422,SpaceAgeSpaceHub,4151415808,629632
Yazoo1000,3926812,Force of Nature,21629,1645223,47,SpaceAgeSpaceHub,4147810429,674982
sodedako,9847392,ρℓαуιηg αηgєℓѕ,92,11015421,447,SpaceAgeTitan,4140889469,620908
der-dude78,8945256,Die Spartiaten,12599,19518420,720,SpaceAgeSpaceHub,4136946257,655419
KingGunterius,4377509,FunFighters,3537,14248391,606,SpaceAgeSpaceHub,4105848127,706494
Arthus Seele,4388294,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12530394,547,SpaceAgeSpaceHub,4103060285,883751
JarodX,3079265,Rising Crown,3780,7772403,129,SpaceAgeSpaceHub,4091143239,808246
tj der große von tutles,10436333,🥇 Neuaufsteher 🥇,12806,12010547,504,SpaceAgeSpaceHub,4089882817,685157
Hugin Rabenson,850940369,Knights of Asgard,6,15960704,537,SpaceAgeSpaceHub,4083248266,514232
GROOT15,8497645,FunFighters,3537,7956809,560,SpaceAgeSpaceHub,4081332225,668753
serbish,2601474,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13944224,689,SpaceAgeSpaceHub,4060896361,622231
.42.,8455357,Meerkater 🇺🇦,16471,11677285,408,SpaceAgeSpaceHub,4051266664,746677
Franziskus der Heilige,4537553,Schwarze Engel🕊,4132,3556200,205,SpaceAgeSpaceHub,4036872548,724095
T4Ever,850775321,FunFighters,3537,6007335,530,SpaceAgeSpaceHub,4031878475,791403
Matilda 0815,5605812,,,0,0,SpaceAgeSpaceHub,4031588226,813887
Barney Nord 2009,9314566,Outsiders,343,7541318,423,SpaceAgeSpaceHub,3994886134,756588
= Medusa =,3630821,🕊Gorgonen🕊,4888,8640731,707,SpaceAgeSpaceHub,3986272635,766549
Cynthia 264,4261226,Outsiders,343,5744361,238,SpaceAgeSpaceHub,3972269585,613344
nikosita,850425951,Kommune,5397,4659463,186,SpaceAgeSpaceHub,3962964915,644621
Bond2019,9842696,☠️NeverNight☠️,10520,15508638,509,SpaceAgeSpaceHub,3962868816,595917
Baruch,7932655,Helden der Birne,5088,9167837,80,SpaceAgeSpaceHub,3958470870,548703
Emporer of Mankind,3343993,Outsiders,343,16133993,486,SpaceAgeSpaceHub,3954913884,601226
Bern der Harte,4248550,Hinkelstein,21802,18746746,49,SpaceAgeSpaceHub,3941968828,628096
hubulubu,852039551,Einfeld,23817,9534426,1184,SpaceAgeSpaceHub,3905332159,504338
Jolly Jumper,8869880,🥇 Neuaufsteher 🥇,12806,4111694,240,SpaceAgeSpaceHub,3905138548,857179
Barbar28,9313350,Rising Crown,3780,14033378,509,SpaceAgeSpaceHub,3899380475,604561
Der Herzige,4590109,Only Ronin`s,17616,4083665,229,SpaceAgeSpaceHub,3898468198,695463
Angus v. d. Dt. Dogge,3455485,ρℓαуιηg αηgєℓѕ,92,2547933,118,SpaceAgeSpaceHub,3895272474,770917
Frank von Sulingen,8076878,ρℓαуιηg αηgєℓѕ,92,8619521,576,SpaceAgeSpaceHub,3893118595,604382
Katzi.,7958496,,,0,0,SpaceAgeSpaceHub,3888681540,838593
brundica,4959565,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3376994,116,SpaceAgeSpaceHub,3883689064,597748
matti1111,851693454,Einfeld,23817,1059872,20,SpaceAgeSpaceHub,3874407646,503843
Paprikano,3185978,Fighting Porcupines,22345,25450410,881,SpaceAgeSpaceHub,3874121833,528812
GroßerRomolus,851653318,🥃 Havana Club 🥃,20016,17933100,574,SpaceAgeSpaceHub,3872683309,527738
Karl der Große 1966,9277930,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,13693719,671,SpaceAgeSpaceHub,3867526980,710790
Harley the Quinn,4393638,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,1545204,43,SpaceAgeSpaceHub,3860952342,875112
Old Kampfgnom,852738541,🐉DragonRocker🏴‍☠️,7226,5143121,92,SpaceAgeSpaceHub,3849016131,546566
Lord Nickedick,6980656,Only Ronin`s,17616,119704,31,SpaceAgeSpaceHub,3838523413,533586
Baumeister-WES,9656584,FunFighters,3537,12818631,472,SpaceAgeSpaceHub,3832807424,486506
*Iokasta*,5906364,Weisse Rose,6843,13322034,472,SpaceAgeSpaceHub,3824979289,626043
Simunas,3218427,Kommune,5397,2959081,167,SpaceAgeSpaceHub,3810568146,598599
John Glenn,9256152,,,0,0,SpaceAgeSpaceHub,3810082885,921990
eri60,7958153,FunFighters,3537,10057126,423,SpaceAgeSpaceHub,3807004262,657733
BNK-3R,10183504,,,0,0,SpaceAgeJupiterMoon,3796546708,1220097
Braveheart76,8579910,Die Flitzpiepen 🦄,20795,11142021,765,SpaceAgeSpaceHub,3790235902,663834
Syntics,848963004,Dragon Riders,159,14931674,609,SpaceAgeSpaceHub,3786165576,566485
Tyrchen,3846318,Knights of Asgard,6,13660450,566,SpaceAgeSpaceHub,3783344467,743825
Agolfo,849192647,Seniorenheim,25608,0,0,SpaceAgeSpaceHub,3781101937,595351
Odin der Götterpartygott,8350900,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4400222,131,SpaceAgeSpaceHub,3777360611,631072
Phyteuma,6958607,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,13706859,653,SpaceAgeSpaceHub,3776604929,846113
Calico Jack R,6323488,FunFighters,3537,1946822,162,SpaceAgeSpaceHub,3776505166,685408
Hadrian 789 der Grausame,849302695,🐉DragonRocker🏴‍☠️,7226,19576158,553,SpaceAgeSpaceHub,3764595515,731434
FoE Hede,9319713,Weird Ghosts,23231,13675509,868,SpaceAgeSpaceHub,3760705183,705739
Murphy001,850849696,🕊 Grenzgänger 🕊,12219,5824826,619,SpaceAgeTitan,3744743343,913254
holger1999,1392263,Next Generation,16,8930393,479,SpaceAgeSpaceHub,3742645754,789385
HBX599,850221854,Black Phönix,17642,20745483,726,SpaceAgeSpaceHub,3735550465,631525
Dünenkrieger,850878471,Black Phönix,17642,15374141,811,SpaceAgeSpaceHub,3734367821,637589
KingGob,851526284,Enterprise,877,20819594,851,SpaceAgeSpaceHub,3732920956,542467
Der Sturmgesegnete 233,5897468,RELIC HUNTERS,2803,12950596,667,SpaceAgeSpaceHub,3710119388,639214
Killa Queen,849124205,Musketierchen 4.0,17389,9501037,631,SpaceAgeSpaceHub,3709839437,566484
didi koh phee,10534307,Die Arbeiter,635,6787906,349,SpaceAgeSpaceHub,3705274125,611667
Schischa der Geist,850716871,FunFighters,3537,14466090,735,SpaceAgeSpaceHub,3692166597,749785
Miss Erfolg,3113198,Outsiders,343,652713,33,SpaceAgeSpaceHub,3660874130,729277
Uschi die Irre,850003953,Outsiders,343,23408260,982,SpaceAgeSpaceHub,3654323092,748705
Buddy81,850069283,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,1494941,108,SpaceAgeSpaceHub,3643679825,528819
zam18-100-92,849922543,Outsiders,343,6274214,166,SpaceAgeSpaceHub,3627193232,580870
EL Feera,10295900,ρℓαуιηg αηgєℓѕ,92,14658553,518,SpaceAgeSpaceHub,3627019390,774313
Alex der Forscher,4391866,Alex,25263,12165888,494,SpaceAgeSpaceHub,3621977758,424395
XtremeDE512,850102118,Die freien Völker,267,1292982,57,SpaceAgeSpaceHub,3610289802,443385
Gloria Mosca,4588777,,,0,0,SpaceAgeSpaceHub,3589994747,723921
Tibi*,10283615,⬆️UpGrade*,25718,17384645,541,SpaceAgeSpaceHub,3584975485,495345
Weltmeister,8699640,Outsiders,343,3292258,205,SpaceAgeSpaceHub,3584551889,519344
ComplexDock,8497195,Outsiders,343,8412379,411,SpaceAgeSpaceHub,3582603755,779968
Pr3DaToR,7465698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5596386,526,SpaceAgeTitan,3567856617,721109
Arnulf 7 der Gerechte,5652436,🕊 Grenzgänger 🕊,12219,8806955,663,SpaceAgeSpaceHub,3563079227,816962
reimax,849241164,Die Arbeiter,635,8061970,668,SpaceAgeSpaceHub,3543356244,607078
C0ntra,5077828,Only Ronin`s,17616,490857,104,SpaceAgeTitan,3533867841,671808
Sparos von der Küste,4300380,👑 Annodazumal 👑,4103,8110000,644,SpaceAgeTitan,3521645009,719998
Fussel70,9544921,🥇 Neuaufsteher 🥇,12806,1263673,22,SpaceAgeSpaceHub,3516857428,616335
Markus 355 der Erbauer,6570004,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5618869,319,SpaceAgeSpaceHub,3504815104,621577
ranubis,849677749,Dragon Riders,159,18938561,742,SpaceAgeSpaceHub,3502476525,531958
Kattegat04,7558517,Outsiders,343,9571504,280,SpaceAgeSpaceHub,3498377492,471493
swim1971,5533776,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4067329,94,SpaceAgeTitan,3483192735,570697
Fliedie,9204911,FunFighters,3537,5195975,438,SpaceAgeSpaceHub,3468563165,562948
New.Metal,849839089,,,97890,22,SpaceAgeSpaceHub,3457259009,579232
Tyr22,851003960,Spirit of Herkules,21272,5981082,664,SpaceAgeSpaceHub,3457185609,547650
.Theo.,7344519,Sevenheaven,6855,3442405,338,SpaceAgeSpaceHub,3448623674,759374
Hotroadcar,849495347,Rising Crown,3780,2092560,46,SpaceAgeSpaceHub,3435341339,528894
Hottizc,849811922,Insane Guardians,18918,10966695,431,SpaceAgeSpaceHub,3430806767,771934
Graf von Burzum,2341635,Only Ronin`s,17616,5286430,192,SpaceAgeSpaceHub,3426738464,400517
Xerxes1903,8492287,Frei und Freundlich,11817,11127528,418,SpaceAgeSpaceHub,3425936658,577321
Campe,7998521,Knights of Asgard,6,10762319,658,SpaceAgeSpaceHub,3417017034,892702
-Benny-,10427451,,,0,0,SpaceAgeSpaceHub,3411877250,745260
Serana Pestruferin,5017689,,,0,0,SpaceAgeTitan,3411370312,855459
Madame Bea,849344045,Hamburger Hanse,8586,25909722,482,SpaceAgeSpaceHub,3402221144,541211
Bille s,3382616,⚫️ Black Pearl ⚫️,21695,9515619,468,SpaceAgeSpaceHub,3402200528,619499
king-of-sendling,8080888,nur meine Gilde,25466,11032079,642,SpaceAgeSpaceHub,3393202221,510135
Nikita Bensel,6169981,Black Phönix,17642,7633660,365,SpaceAgeSpaceHub,3392654019,555948
Screech,851442908,Kommune,5397,8158917,306,SpaceAgeSpaceHub,3388758904,404441
Sadutrail,8511621,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,17935441,584,SpaceAgeSpaceHub,3380044300,361484
Whats happening,4161649,,,0,0,SpaceAgeSpaceHub,3368542473,631393
Akiakamai,4837431,RELIC HUNTERS,2803,7057767,809,SpaceAgeSpaceHub,3353829091,754427
