name,player_id,guild_name,guild_id,points_change,battles_change,era,points,battles
Beagle1407,3526107,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,10022108,888,SpaceAgeSpaceHub,5201290313,1003985
Caputo,9566185,RELIC HUNTERS,2803,14136010,516,SpaceAgeSpaceHub,5192897434,753268
Opa Rocky,2327684,🥇 Neuaufsteher 🥇,12806,13532650,392,SpaceAgeSpaceHub,5192267020,897526
Loonasdad85,8859450,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,15646990,634,SpaceAgeTitan,5170577396,978183
Mellow 667,3493138,Rising Crown,3780,2260228,122,SpaceAgeSpaceHub,5130784793,1022909
Eldo,8903385,Die Spartiaten,12599,33486870,1015,SpaceAgeSpaceHub,5124824129,779235
Bx12,6165950,🥇 Neuaufsteher 🥇,12806,12575752,358,SpaceAgeSpaceHub,5116607646,924351
Leopold 365 der Düstere,5456304,Outsiders,343,19193495,646,SpaceAgeSpaceHub,5073507300,687662
Hilfreiche,849702172,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,21259003,771,SpaceAgeSpaceHub,4994790073,650020
DevilCat,5960940,☠️Nightmare☠️,24477,18433520,679,SpaceAgeSpaceHub,4973273798,707685
PT-JR,852816370,Outsiders,343,23915516,902,SpaceAgeSpaceHub,4965786037,493722
Amazone Artep,8068162,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5159984,76,SpaceAgeSpaceHub,4964749909,615247
Kultbaer,9947792,Rising Island 🏝,8070,21520075,795,SpaceAgeSpaceHub,4963008948,781422
Pikulite,849917843,Die Arbeiter,635,6081438,181,SpaceAgeSpaceHub,4962736096,837931
-Rosa-,7213729,🐉DragonRocker🏴‍☠️,7226,9802505,371,SpaceAgeSpaceHub,4936395964,875186
BoneBreaker,5462431,☠️Nightmare☠️,24477,22378048,704,SpaceAgeSpaceHub,4902538697,749425
Aga.,2347921,Kommune,5397,16906025,496,SpaceAgeSpaceHub,4879999414,912854
Gustavo Fring,849775006,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,14812820,342,SpaceAgeSpaceHub,4870062141,1069588
Thorana,10332279,🥇 Neuaufsteher 🥇,12806,13551482,583,SpaceAgeSpaceHub,4862507670,878119
Cäsar 222,8615598,Outsiders,343,10808021,581,SpaceAgeSpaceHub,4851610344,1014489
Tiberius aus dem Norden,9365260,Outsiders,343,6790744,430,SpaceAgeSpaceHub,4791988221,900571
Patrones,6746433,FunFighters,3537,14262078,676,SpaceAgeSpaceHub,4745101707,907210
Kalliope die I,852303901,Only Ronin`s,17616,16292430,808,SpaceAgeSpaceHub,4736063942,601467
Ani01,8822554,Weisse Rose,6843,10253750,768,SpaceAgeSpaceHub,4692792676,935708
PlatzdaFlash,5896051,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2268697,154,SpaceAgeSpaceHub,4670800057,759182
amazonasmaus,5990149,🐉DragonRocker🏴‍☠️,7226,4371056,132,SpaceAgeSpaceHub,4661651904,800719
Remus von Populonia,9624623,Die Flitzpiepen 🦄,20795,31416558,829,SpaceAgeSpaceHub,4648664962,759109
TKR501,3825023,Only Ronin`s,17616,10155111,649,SpaceAgeSpaceHub,4610982094,737207
Katharina die Grosse 4,2617153,ρℓαуιηg αηgєℓѕ,92,16054798,475,SpaceAgeSpaceHub,4590540377,809937
fraxel,5446031,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4426527,276,SpaceAgeSpaceHub,4585997317,867571
CaliBero,8588143,🥇 Neuaufsteher 🥇,12806,16991948,602,SpaceAgeSpaceHub,4575925438,823314
Brutuspumbernickelbert,2352343,Foe Pause,25678,6420708,278,SpaceAgeSpaceHub,4550464998,925283
Kolovrat,7782453,🥇 Neuaufsteher 🥇,12806,12576500,639,SpaceAgeSpaceHub,4538946962,875864
Leonidas09,3084698,Kommune,5397,15441793,576,SpaceAgeSpaceHub,4527317141,634470
Agrippa 727 der Tapfere,9542421,nur so,3050,7644121,530,SpaceAgeSpaceHub,4490550699,961068
vitya,4578438,,,0,0,SpaceAgeTitan,4484871271,1231836
Det Medwed,3073300,Fluffige Mammuts🦣🦣,7139,4827632,517,SpaceAgeSpaceHub,4478581802,984972
Battle Cat 75,9253191,FunFighters,3537,16089810,641,SpaceAgeSpaceHub,4465100378,707305
mo1973,7142904,Knights of Asgard,6,10207283,1142,SpaceAgeSpaceHub,4454138823,979822
Grauer Wurm,5773738,Die Flitzpiepen 🦄,20795,7116811,399,SpaceAgeSpaceHub,4440993724,806376
Hans der 3,8844497,🕊 Grenzgänger 🕊,12219,7654170,888,SpaceAgeSpaceHub,4437985262,755939
Gilgamesch ForgottenOne,9484155,Die Fantastischen 3,13797,19414866,833,SpaceAgeSpaceHub,4435765104,983876
Anastasius 78,6458932,Abstellgleis 2,25514,1867988,140,SpaceAgeSpaceHub,4435070590,864086
leon 288,7445549,MMM,25147,639162,21,SpaceAgeSpaceHub,4412263954,591296
Xx.LEO.xX,7313397,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,25229270,503,SpaceAgeSpaceHub,4404231320,786567
oZZiploZZi,6352671,Outsiders,343,12745516,700,SpaceAgeSpaceHub,4398584647,675042
AbueloKlaus,7689698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9995330,464,SpaceAgeSpaceHub,4393641821,754641
belladonna 66,8642092,Fluffige Mammuts🦣🦣,7139,10950595,421,SpaceAgeSpaceHub,4375050520,671287
TRISTESSE,7955197,Yggdrasil,10153,10836200,1081,SpaceAgeSpaceHub,4364234743,800441
wattwurm66,4316785,Die Flitzpiepen 🦄,20795,6742212,710,SpaceAgeSpaceHub,4362839959,942098
asqw1,2233782,Rising Crown,3780,3091950,114,SpaceAgeSpaceHub,4358686176,855714
Zewam,2711028,Expendables & Falken,8004,0,0,SpaceAgeSpaceHub,4348802364,1265106
LFCDOC der Unbarmherzige,5697281,🥇 Neuaufsteher 🥇,12806,16320102,685,SpaceAgeSpaceHub,4336702323,1070011
Icebreaker1971,2820222,🧊Ice Gilde🧊,6289,427800,0,SpaceAgeSpaceHub,4328265946,770922
Casyhasy,8991313,Die Flitzpiepen 🦄,20795,11493817,93,SpaceAgeSpaceHub,4319862635,899966
Deadpoolli,3822489,Die Flitzpiepen 🦄,20795,3112167,22,SpaceAgeSpaceHub,4319127063,790875
-Heidi-,9004327,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,19878704,690,SpaceAgeSpaceHub,4306389834,899454
Mister X123,4397549,Next Generation,16,11263972,337,SpaceAgeSpaceHub,4303837818,715755
Svetik,10284923,🥇 Neuaufsteher 🥇,12806,7619179,374,SpaceAgeSpaceHub,4290063213,662583
gunderl,849340921,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6868007,346,SpaceAgeSpaceHub,4289103977,628530
johndoe1,10345165,🥃 Havana Club 🥃,20016,26725243,804,SpaceAgeSpaceHub,4284702790,532197
Unity,9477691,XOX,25663,6680980,729,SpaceAgeSpaceHub,4280784771,711830
Asmodae,3530006,Force of Nature,21629,5449253,31,SpaceAgeSpaceHub,4264707566,739432
TimeHunter,3768400,Black Phönix,17642,11631018,870,SpaceAgeSpaceHub,4257177992,772235
Yenkilus der 44.,8257853,Hessian Dragons,109,20705671,719,SpaceAgeSpaceHub,4256594072,602222
Chris8156,9719229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7695876,304,SpaceAgeTitan,4236375539,792987
Tööbi Valhall,8742752,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,19495677,460,SpaceAgeSpaceHub,4218296787,756080
Thorsten aus Hamburg,3123799,Horde der Hanse,14972,17862175,539,SpaceAgeSpaceHub,4213744733,649214
El buho,8566844,Only Ronin`s,17616,10676666,682,SpaceAgeSpaceHub,4210779813,717814
Edmund 485 der Verwegene,8174419,Rising Crown,3780,13009807,503,SpaceAgeSpaceHub,4200996005,775785
Honorius 746 der Weise,8592968,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12763932,661,SpaceAgeSpaceHub,4188105138,692996
Felix .,1304842,FunFighters,3537,8862808,695,SpaceAgeSpaceHub,4173314968,704047
pope600,2180229,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,13722992,667,SpaceAgeSpaceHub,4171435419,733787
Blanka,7913583,Force of Nature,21629,8254679,73,SpaceAgeSpaceHub,4166376356,877788
KämpferSiegfried,4738589,Outsiders,343,11956235,657,SpaceAgeSpaceHub,4162753225,808180
Jochen dein Freund,850455917,Outsiders,343,29700277,401,SpaceAgeSpaceHub,4160545921,596379
Sandy112,7352617,Weisse Rose,6843,9147603,702,SpaceAgeSpaceHub,4159709846,692810
MuadDib,851160841,🐉DragonRocker🏴‍☠️,7226,35531336,664,SpaceAgeSpaceHub,4157227809,824861
Milai,9532845,Black Phönix,17642,12838568,873,SpaceAgeSpaceHub,4155474962,859350
Yazoo1000,3926812,Force of Nature,21629,7031785,288,SpaceAgeSpaceHub,4146165206,674935
DARK SLAYER FRANK,849484067,Only Ronin`s,17616,5420579,256,SpaceAgeSpaceHub,4140076889,629210
Joe Stoppelbart,8407475,🕊 Quo Vadis 🕊,2017,17924779,755,SpaceAgeSpaceHub,4139023997,728934
sodedako,9847392,ρℓαуιηg αηgєℓѕ,92,22902737,597,SpaceAgeTitan,4129874048,620461
der-dude78,8945256,Die Spartiaten,12599,10058838,343,SpaceAgeSpaceHub,4117427837,654699
KingGunterius,4377509,FunFighters,3537,23615740,449,SpaceAgeSpaceHub,4091599736,705888
Arthus Seele,4388294,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10273287,507,SpaceAgeSpaceHub,4090529891,883204
JarodX,3079265,Rising Crown,3780,1963465,86,SpaceAgeSpaceHub,4083370836,808117
tj der große von tutles,10436333,🥇 Neuaufsteher 🥇,12806,19264287,570,SpaceAgeSpaceHub,4077872270,684653
GROOT15,8497645,FunFighters,3537,7145429,428,SpaceAgeSpaceHub,4073375416,668193
Hugin Rabenson,850940369,Knights of Asgard,6,0,0,SpaceAgeSpaceHub,4067287562,513695
serbish,2601474,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,17065400,605,SpaceAgeSpaceHub,4046952137,621542
.42.,8455357,Meerkater 🇺🇦,16471,9625440,361,SpaceAgeSpaceHub,4039589379,746269
Franziskus der Heilige,4537553,Schwarze Engel🕊,4132,10522031,496,SpaceAgeSpaceHub,4033316348,723890
Matilda 0815,5605812,,,0,0,SpaceAgeSpaceHub,4031588226,813887
T4Ever,850775321,FunFighters,3537,5838175,593,SpaceAgeSpaceHub,4025871140,790873
Barney Nord 2009,9314566,Outsiders,343,14604933,466,SpaceAgeSpaceHub,3987344816,756165
= Medusa =,3630821,🕊Gorgonen🕊,4888,12549309,800,SpaceAgeSpaceHub,3977631904,765842
Cynthia 264,4261226,Outsiders,343,12728443,388,SpaceAgeSpaceHub,3966525224,613106
nikosita,850425951,Kommune,5397,5456389,48,SpaceAgeSpaceHub,3958305452,644435
Baruch,7932655,Helden der Birne,5088,4647531,190,SpaceAgeSpaceHub,3949303033,548623
Bond2019,9842696,☠️NeverNight☠️,10520,12035575,483,SpaceAgeSpaceHub,3947360178,595408
Emporer of Mankind,3343993,Outsiders,343,12558740,466,SpaceAgeSpaceHub,3938779891,600740
Bern der Harte,4248550,Pausenraum,16248,2078985,109,SpaceAgeSpaceHub,3923222082,628047
Jolly Jumper,8869880,🥇 Neuaufsteher 🥇,12806,8739678,330,SpaceAgeSpaceHub,3901026854,856939
hubulubu,852039551,Einfeld,23817,13695913,782,SpaceAgeSpaceHub,3895797733,503154
Der Herzige,4590109,Only Ronin`s,17616,5645485,130,SpaceAgeSpaceHub,3894384533,695234
Angus v. d. Dt. Dogge,3455485,ρℓαуιηg αηgєℓѕ,92,8420787,492,SpaceAgeSpaceHub,3892724541,770799
Katzi.,7958496,,,0,0,SpaceAgeSpaceHub,3888681540,838593
Barbar28,9313350,Rising Crown,3780,11585310,312,SpaceAgeSpaceHub,3885347097,604052
Frank von Sulingen,8076878,ρℓαуιηg αηgєℓѕ,92,9665485,761,SpaceAgeSpaceHub,3884499074,603806
brundica,4959565,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7032367,294,SpaceAgeSpaceHub,3880312070,597632
matti1111,851693454,Einfeld,23817,14980032,537,SpaceAgeSpaceHub,3873347774,503823
Harley the Quinn,4393638,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3681016,99,SpaceAgeSpaceHub,3859407138,875069
GroßerRomolus,851653318,🥃 Havana Club 🥃,20016,18763438,561,SpaceAgeSpaceHub,3854750209,527164
Karl der Große 1966,9277930,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,17901355,911,SpaceAgeSpaceHub,3853833261,710119
Paprikano,3185978,Fighting Porcupines,22345,5973715,36,SpaceAgeSpaceHub,3848671423,527931
Old Kampfgnom,852738541,🐉DragonRocker🏴‍☠️,7226,24578975,980,SpaceAgeSpaceHub,3843873010,546474
Lord Nickedick,6980656,Only Ronin`s,17616,2919452,153,SpaceAgeSpaceHub,3838403709,533555
Baumeister-WES,9656584,FunFighters,3537,14838342,529,SpaceAgeSpaceHub,3819988793,486034
*Iokasta*,5906364,Weisse Rose,6843,13811735,504,SpaceAgeSpaceHub,3811657255,625571
John Glenn,9256152,,,0,0,SpaceAgeSpaceHub,3810082885,921990
Simunas,3218427,Kommune,5397,11825804,626,SpaceAgeSpaceHub,3807609065,598432
eri60,7958153,FunFighters,3537,14603954,603,SpaceAgeSpaceHub,3796947136,657310
BNK-3R,10183504,,,0,0,SpaceAgeJupiterMoon,3796546708,1220097
Agolfo,849192647,Seniorenheim,25608,1338255,22,SpaceAgeSpaceHub,3781101937,595351
Braveheart76,8579910,Die Flitzpiepen 🦄,20795,13563277,820,SpaceAgeSpaceHub,3779093881,663069
Calico Jack R,6323488,FunFighters,3537,2823391,216,SpaceAgeSpaceHub,3774558344,685246
Odin der Götterpartygott,8350900,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4486542,144,SpaceAgeSpaceHub,3772960389,630941
Syntics,848963004,Dragon Riders,159,14440843,562,SpaceAgeSpaceHub,3771233902,565876
Tyrchen,3846318,Knights of Asgard,6,9025798,417,SpaceAgeSpaceHub,3769684017,743259
Phyteuma,6958607,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,15535110,422,SpaceAgeSpaceHub,3762898070,845460
FoE Hede,9319713,Weird Ghosts,23231,4223353,212,SpaceAgeSpaceHub,3747029674,704871
Hadrian 789 der Grausame,849302695,🐉DragonRocker🏴‍☠️,7226,2984022,61,SpaceAgeSpaceHub,3745019357,730881
Murphy001,850849696,🕊 Grenzgänger 🕊,12219,9627870,976,SpaceAgeTitan,3738918517,912635
holger1999,1392263,Next Generation,16,12891635,592,SpaceAgeSpaceHub,3733715361,788906
Dünenkrieger,850878471,Black Phönix,17642,18497180,883,SpaceAgeSpaceHub,3718993680,636778
HBX599,850221854,Black Phönix,17642,18567788,657,SpaceAgeSpaceHub,3714804982,630799
KingGob,851526284,Enterprise,877,7944716,753,SpaceAgeSpaceHub,3712101362,541616
Killa Queen,849124205,Musketierchen 4.0,17389,23030335,820,SpaceAgeSpaceHub,3700338400,565853
didi koh phee,10534307,Die Arbeiter,635,8619520,365,SpaceAgeSpaceHub,3698486219,611318
Der Sturmgesegnete 233,5897468,RELIC HUNTERS,2803,9886813,738,SpaceAgeSpaceHub,3697168792,638547
Schischa der Geist,850716871,FunFighters,3537,19203546,739,SpaceAgeSpaceHub,3677700507,749050
Miss Erfolg,3113198,Outsiders,343,3357260,244,SpaceAgeSpaceHub,3660221417,729244
Buddy81,850069283,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6376643,265,SpaceAgeSpaceHub,3642184884,528711
Uschi die Irre,850003953,Outsiders,343,13018648,699,SpaceAgeSpaceHub,3630914832,747723
zam18-100-92,849922543,Outsiders,343,9429409,417,SpaceAgeSpaceHub,3620919018,580704
EL Feera,10295900,ρℓαуιηg αηgєℓѕ,92,15427195,516,SpaceAgeSpaceHub,3612360837,773795
Alex der Forscher,4391866,Alex,25263,18422803,588,SpaceAgeSpaceHub,3609811870,423901
XtremeDE512,850102118,Die freien Völker,267,1211360,39,SpaceAgeSpaceHub,3608996820,443328
Gloria Mosca,4588777,,,0,0,SpaceAgeSpaceHub,3589994747,723921
Weltmeister,8699640,Outsiders,343,7066879,514,SpaceAgeSpaceHub,3581259631,519139
ComplexDock,8497195,Outsiders,343,4241829,188,SpaceAgeSpaceHub,3574191376,779557
Tibi*,10283615,⬆️UpGrade*,25718,2389405,68,SpaceAgeSpaceHub,3567590840,494804
Pr3DaToR,7465698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10526143,727,SpaceAgeTitan,3562260231,720583
Arnulf 7 der Gerechte,5652436,🕊 Grenzgänger 🕊,12219,0,0,SpaceAgeSpaceHub,3554272272,816299
reimax,849241164,Die Arbeiter,635,9742429,911,SpaceAgeSpaceHub,3535294274,606410
C0ntra,5077828,Only Ronin`s,17616,8036256,688,SpaceAgeTitan,3533376984,671704
Fussel70,9544921,🥇 Neuaufsteher 🥇,12806,14388075,491,SpaceAgeSpaceHub,3515593755,616313
Sparos von der Küste,4300380,👑 Annodazumal 👑,4103,8162210,785,SpaceAgeTitan,3513535009,719354
Markus 355 der Erbauer,6570004,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8221640,272,SpaceAgeSpaceHub,3499196235,621258
Kattegat04,7558517,Outsiders,343,14652304,586,SpaceAgeSpaceHub,3488805988,471213
ranubis,849677749,Dragon Riders,159,11487241,666,SpaceAgeSpaceHub,3483537964,531216
swim1971,5533776,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8219990,321,SpaceAgeTitan,3479125406,570603
Fliedie,9204911,FunFighters,3537,7158806,699,SpaceAgeSpaceHub,3463367190,562510
New.Metal,849839089,,,178228,36,SpaceAgeSpaceHub,3457161119,579210
Tyr22,851003960,Spirit of Herkules,21272,12474077,1088,SpaceAgeSpaceHub,3451204527,546986
.Theo.,7344519,Sevenheaven,6855,3283993,380,SpaceAgeSpaceHub,3445181269,759036
Hotroadcar,849495347,Rising Crown,3780,3548065,40,SpaceAgeSpaceHub,3433248779,528848
Graf von Burzum,2341635,Only Ronin`s,17616,7412963,272,SpaceAgeSpaceHub,3421452034,400325
Hottizc,849811922,Insane Guardians,18918,4176683,188,SpaceAgeSpaceHub,3419840072,771503
Xerxes1903,8492287,Frei und Freundlich,11817,29099414,962,SpaceAgeSpaceHub,3414809130,576903
-Benny-,10427451,,,0,0,SpaceAgeSpaceHub,3411877250,745260
Serana Pestruferin,5017689,,,0,0,SpaceAgeTitan,3411370312,855459
Campe,7998521,Knights of Asgard,6,8362433,665,SpaceAgeSpaceHub,3406254715,892044
Bille s,3382616,⚫️ Black Pearl ⚫️,21695,9677143,501,SpaceAgeSpaceHub,3392684909,619031
Nikita Bensel,6169981,Black Phönix,17642,3484321,198,SpaceAgeSpaceHub,3385020359,555583
king-of-sendling,8080888,nur meine Gilde,25466,22363028,686,SpaceAgeSpaceHub,3382170142,509493
Screech,851442908,Kommune,5397,5212199,128,SpaceAgeSpaceHub,3380599987,404135
Madame Bea,849344045,Hamburger Hanse,8586,1732940,66,SpaceAgeSpaceHub,3376311422,540729
Whats happening,4161649,,,0,0,SpaceAgeSpaceHub,3368542473,631393
Sadutrail,8511621,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6756563,309,SpaceAgeSpaceHub,3362108859,360900
Akiakamai,4837431,RELIC HUNTERS,2803,7748708,545,SpaceAgeSpaceHub,3346771324,753618
