name,player_id,guild_name,guild_id,points_change,battles_change,era,points,battles
Caputo,9566185,RELIC HUNTERS,2803,11922154,357,SpaceAgeSpaceHub,5178761424,752752
Opa Rocky,2327684,🥇 Neuaufsteher 🥇,12806,5526490,175,SpaceAgeSpaceHub,5178734370,897134
Loonasdad85,8859450,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,19813246,708,SpaceAgeTitan,5154930406,977549
Mellow 667,3493138,Rising Crown,3780,8012015,438,SpaceAgeSpaceHub,5128524565,1022787
Bx12,6165950,🥇 Neuaufsteher 🥇,12806,9759053,373,SpaceAgeSpaceHub,5104031894,923993
Eldo,8903385,Die Spartiaten,12599,15575053,406,SpaceAgeSpaceHub,5091337259,778220
Leopold 365 der Düstere,5456304,Outsiders,343,27806566,697,SpaceAgeSpaceHub,5054313805,687016
Hilfreiche,849702172,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10544959,266,SpaceAgeSpaceHub,4973531070,649249
Amazone Artep,8068162,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13951261,537,SpaceAgeSpaceHub,4959589925,615171
Pikulite,849917843,Die Arbeiter,635,6492219,244,SpaceAgeSpaceHub,4956654658,837750
DevilCat,5960940,☠️Nightmare☠️,24477,32732747,656,SpaceAgeSpaceHub,4954840278,707006
PT-JR,852816370,Outsiders,343,18563922,595,SpaceAgeSpaceHub,4941870521,492820
Kultbaer,9947792,Rising Island 🏝,8070,22053335,683,SpaceAgeSpaceHub,4941488873,780627
-Rosa-,7213729,🐉DragonRocker🏴‍☠️,7226,4298838,34,SpaceAgeSpaceHub,4926593459,874815
BoneBreaker,5462431,☠️Nightmare☠️,24477,25062437,701,SpaceAgeSpaceHub,4880160649,748721
Aga.,2347921,Kommune,5397,16536420,593,SpaceAgeSpaceHub,4863093389,912358
Gustavo Fring,849775006,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9549531,262,SpaceAgeSpaceHub,4855249321,1069246
Thorana,10332279,🥇 Neuaufsteher 🥇,12806,18323335,703,SpaceAgeSpaceHub,4848956188,877536
Cäsar 222,8615598,Outsiders,343,11009752,508,SpaceAgeSpaceHub,4840802323,1013908
Tiberius aus dem Norden,9365260,Outsiders,343,22255621,1083,SpaceAgeSpaceHub,4785197477,900141
Patrones,6746433,FunFighters,3537,9068788,964,SpaceAgeSpaceHub,4730839629,906534
Kalliope die I,852303901,Only Ronin`s,17616,6522372,230,SpaceAgeSpaceHub,4719771512,600659
Ani01,8822554,Weisse Rose,6843,5629933,467,SpaceAgeSpaceHub,4682538926,934940
PlatzdaFlash,5896051,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,17844895,598,SpaceAgeSpaceHub,4668531360,759028
amazonasmaus,5990149,🐉DragonRocker🏴‍☠️,7226,3966599,111,SpaceAgeSpaceHub,4657280848,800587
Remus von Populonia,9624623,Die Flitzpiepen 🦄,20795,6216788,79,SpaceAgeSpaceHub,4617248404,758280
TKR501,3825023,Only Ronin`s,17616,10769707,702,SpaceAgeSpaceHub,4600826983,736558
fraxel,5446031,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3642306,230,SpaceAgeSpaceHub,4581570790,867295
Katharina die Grosse 4,2617153,ρℓαуιηg αηgєℓѕ,92,11677490,383,SpaceAgeSpaceHub,4574485579,809462
CaliBero,8588143,🥇 Neuaufsteher 🥇,12806,19828787,596,SpaceAgeSpaceHub,4558933490,822712
Brutuspumbernickelbert,2352343,Foe Pause,25678,20443863,791,SpaceAgeSpaceHub,4544044290,925005
Kolovrat,7782453,🥇 Neuaufsteher 🥇,12806,12427190,365,SpaceAgeSpaceHub,4526370462,875225
Leonidas09,3084698,Kommune,5397,19676500,514,SpaceAgeSpaceHub,4511875348,633894
vitya,4578438,,,0,0,SpaceAgeTitan,4484871271,1231836
Agrippa 727 der Tapfere,9542421,nur so,3050,8863026,534,SpaceAgeSpaceHub,4482906578,960538
Det Medwed,3073300,Fluffige Mammuts🦣🦣,7139,8563370,982,SpaceAgeSpaceHub,4473754170,984455
Battle Cat 75,9253191,FunFighters,3537,20452025,616,SpaceAgeSpaceHub,4449010568,706664
mo1973,7142904,Knights of Asgard,6,5703702,424,SpaceAgeSpaceHub,4443931540,978680
Grauer Wurm,5773738,Die Flitzpiepen 🦄,20795,16877050,470,SpaceAgeSpaceHub,4433876913,805977
Anastasius 78,6458932,Abstellgleis 2,25514,7399285,604,SpaceAgeSpaceHub,4433202602,863946
Hans der 3,8844497,🕊 Grenzgänger 🕊,12219,7189687,733,SpaceAgeSpaceHub,4430331092,755051
Gilgamesch ForgottenOne,9484155,Die Fantastischen 3,13797,26698223,745,SpaceAgeSpaceHub,4416350238,983043
leon 288,7445549,MMM,25147,5283200,158,SpaceAgeSpaceHub,4411624792,591275
oZZiploZZi,6352671,Outsiders,343,14474702,686,SpaceAgeSpaceHub,4385839131,674342
AbueloKlaus,7689698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12953640,525,SpaceAgeSpaceHub,4383646491,754177
Xx.LEO.xX,7313397,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12073453,456,SpaceAgeSpaceHub,4379002050,786064
belladonna 66,8642092,Fluffige Mammuts🦣🦣,7139,21203935,547,SpaceAgeSpaceHub,4364099925,670866
wattwurm66,4316785,Die Flitzpiepen 🦄,20795,7974173,831,SpaceAgeSpaceHub,4356097747,941388
asqw1,2233782,Rising Crown,3780,7119473,172,SpaceAgeSpaceHub,4355594226,855600
TRISTESSE,7955197,Yggdrasil,10153,11092473,986,SpaceAgeSpaceHub,4353398543,799360
Zewam,2711028,Expendables & Falken,8004,0,0,SpaceAgeSpaceHub,4348802364,1265106
Icebreaker1971,2820222,🧊Ice Gilde🧊,6289,0,0,SpaceAgeSpaceHub,4327838146,770922
LFCDOC der Unbarmherzige,5697281,🥇 Neuaufsteher 🥇,12806,14301891,644,SpaceAgeSpaceHub,4320382221,1069326
Deadpoolli,3822489,Die Flitzpiepen 🦄,20795,3132520,221,SpaceAgeSpaceHub,4316014896,790853
Casyhasy,8991313,Die Flitzpiepen 🦄,20795,1533540,30,SpaceAgeSpaceHub,4308368818,899873
Mister X123,4397549,Next Generation,16,2777740,52,SpaceAgeSpaceHub,4292573846,715418
-Heidi-,9004327,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13583494,421,SpaceAgeSpaceHub,4286511130,898764
Svetik,10284923,🥇 Neuaufsteher 🥇,12806,9545964,468,SpaceAgeSpaceHub,4282444034,662209
gunderl,849340921,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,19453356,392,SpaceAgeSpaceHub,4282235970,628184
Unity,9477691,XOX,25663,14238364,816,SpaceAgeSpaceHub,4274103791,711101
Asmodae,3530006,Force of Nature,21629,0,0,SpaceAgeSpaceHub,4259258313,739401
johndoe1,10345165,🥃 Havana Club 🥃,20016,1822298,49,SpaceAgeSpaceHub,4257977547,531393
TimeHunter,3768400,Black Phönix,17642,2017895,12,SpaceAgeSpaceHub,4245546974,771365
Yenkilus der 44.,8257853,Hessian Dragons,109,65427681,607,SpaceAgeSpaceHub,4235888401,601503
Chris8156,9719229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7443043,285,SpaceAgeTitan,4228679663,792683
El buho,8566844,Only Ronin`s,17616,15594565,730,SpaceAgeSpaceHub,4200103147,717132
Tööbi Valhall,8742752,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,6579107,95,SpaceAgeSpaceHub,4198801110,755620
Thorsten aus Hamburg,3123799,Horde der Hanse,14972,8478433,85,SpaceAgeSpaceHub,4195882558,648675
Edmund 485 der Verwegene,8174419,Rising Crown,3780,14490801,484,SpaceAgeSpaceHub,4187986198,775282
Honorius 746 der Weise,8592968,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7837921,323,SpaceAgeSpaceHub,4175341206,692335
Felix .,1304842,FunFighters,3537,3977627,264,SpaceAgeSpaceHub,4164452160,703352
Blanka,7913583,Force of Nature,21629,4091924,202,SpaceAgeSpaceHub,4158121677,877715
pope600,2180229,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,11659779,486,SpaceAgeSpaceHub,4157712427,733120
KämpferSiegfried,4738589,Outsiders,343,8214731,293,SpaceAgeSpaceHub,4150796990,807523
Sandy112,7352617,Weisse Rose,6843,8310770,959,SpaceAgeSpaceHub,4150562243,692108
Milai,9532845,Black Phönix,17642,11099018,810,SpaceAgeSpaceHub,4142636394,858477
Yazoo1000,3926812,Force of Nature,21629,1128430,73,SpaceAgeSpaceHub,4139133421,674647
DARK SLAYER FRANK,849484067,Only Ronin`s,17616,2778972,66,SpaceAgeSpaceHub,4134656310,628954
Jochen dein Freund,850455917,Outsiders,343,12802848,508,SpaceAgeSpaceHub,4130845644,595978
MuadDib,851160841,🐉DragonRocker🏴‍☠️,7226,20033490,642,SpaceAgeSpaceHub,4121696473,824197
Joe Stoppelbart,8407475,🕊 Quo Vadis 🕊,2017,17086770,809,SpaceAgeSpaceHub,4121099218,728179
der-dude78,8945256,Die Spartiaten,12599,33007343,907,SpaceAgeSpaceHub,4107368999,654356
sodedako,9847392,ρℓαуιηg αηgєℓѕ,92,14551498,399,SpaceAgeTitan,4106971311,619864
JarodX,3079265,Rising Crown,3780,7169908,102,SpaceAgeSpaceHub,4081407371,808031
Arthus Seele,4388294,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,15184456,499,SpaceAgeSpaceHub,4080256604,882697
KingGunterius,4377509,FunFighters,3537,10301867,759,SpaceAgeSpaceHub,4067983996,705439
Hugin Rabenson,850940369,Knights of Asgard,6,18455308,469,SpaceAgeSpaceHub,4067287562,513695
GROOT15,8497645,FunFighters,3537,9940274,489,SpaceAgeSpaceHub,4066229987,667765
tj der große von tutles,10436333,🥇 Neuaufsteher 🥇,12806,15046863,702,SpaceAgeSpaceHub,4058607983,684083
Matilda 0815,5605812,,,0,0,SpaceAgeSpaceHub,4031588226,813887
.42.,8455357,Meerkater 🇺🇦,16471,7648680,276,SpaceAgeSpaceHub,4029963939,745908
serbish,2601474,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13408487,672,SpaceAgeSpaceHub,4029886737,620937
Franziskus der Heilige,4537553,Schwarze Engel🕊,4132,9130290,666,SpaceAgeSpaceHub,4022794317,723394
T4Ever,850775321,FunFighters,3537,14937370,1171,SpaceAgeSpaceHub,4020032965,790280
Barney Nord 2009,9314566,Outsiders,343,11418226,463,SpaceAgeSpaceHub,3972739883,755699
= Medusa =,3630821,🕊Gorgonen🕊,4888,903146,25,SpaceAgeSpaceHub,3965082595,765042
Cynthia 264,4261226,Outsiders,343,13079220,294,SpaceAgeSpaceHub,3953796781,612718
nikosita,850425951,Kommune,5397,12247017,303,SpaceAgeSpaceHub,3952849063,644387
Baruch,7932655,Helden der Birne,5088,2083943,41,SpaceAgeSpaceHub,3944655502,548433
Bond2019,9842696,☠️NeverNight☠️,10520,32190867,456,SpaceAgeSpaceHub,3935324603,594925
Emporer of Mankind,3343993,Outsiders,343,14252803,488,SpaceAgeSpaceHub,3926221151,600274
Bern der Harte,4248550,Pausenraum,16248,519210,31,SpaceAgeSpaceHub,3921143097,627938
Jolly Jumper,8869880,🥇 Neuaufsteher 🥇,12806,3848743,370,SpaceAgeSpaceHub,3892287176,856609
Der Herzige,4590109,Only Ronin`s,17616,8230776,527,SpaceAgeSpaceHub,3888739048,695104
Katzi.,7958496,,,0,0,SpaceAgeSpaceHub,3888681540,838593
Angus v. d. Dt. Dogge,3455485,ρℓαуιηg αηgєℓѕ,92,2081952,64,SpaceAgeSpaceHub,3884303754,770307
hubulubu,852039551,Einfeld,23817,13179751,878,SpaceAgeSpaceHub,3882101820,502372
Frank von Sulingen,8076878,ρℓαуιηg αηgєℓѕ,92,13659854,914,SpaceAgeSpaceHub,3874833589,603045
Barbar28,9313350,Rising Crown,3780,12787263,355,SpaceAgeSpaceHub,3873761787,603740
brundica,4959565,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3766783,92,SpaceAgeSpaceHub,3873279703,597338
matti1111,851693454,Einfeld,23817,3331657,72,SpaceAgeSpaceHub,3858367742,503286
Harley the Quinn,4393638,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2480407,110,SpaceAgeSpaceHub,3855726122,874970
Paprikano,3185978,Fighting Porcupines,22345,22808268,795,SpaceAgeSpaceHub,3842697708,527895
GroßerRomolus,851653318,🥃 Havana Club 🥃,20016,25918968,682,SpaceAgeSpaceHub,3835986771,526603
Karl der Große 1966,9277930,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,10238313,334,SpaceAgeSpaceHub,3835931906,709208
Lord Nickedick,6980656,Only Ronin`s,17616,8982613,238,SpaceAgeSpaceHub,3835484257,533402
Old Kampfgnom,852738541,🐉DragonRocker🏴‍☠️,7226,15107575,580,SpaceAgeSpaceHub,3819294035,545494
John Glenn,9256152,,,0,0,SpaceAgeSpaceHub,3810082885,921990
Baumeister-WES,9656584,FunFighters,3537,25281190,580,SpaceAgeSpaceHub,3805150451,485505
*Iokasta*,5906364,Weisse Rose,6843,9835929,368,SpaceAgeSpaceHub,3797845520,625067
BNK-3R,10183504,,,0,0,SpaceAgeJupiterMoon,3796546708,1220097
Simunas,3218427,Kommune,5397,2959090,172,SpaceAgeSpaceHub,3795783261,597806
eri60,7958153,FunFighters,3537,2464353,50,SpaceAgeSpaceHub,3782343182,656707
Agolfo,849192647,Seniorenheim,25608,13,1,SpaceAgeSpaceHub,3779763682,595329
Calico Jack R,6323488,FunFighters,3537,6339012,265,SpaceAgeSpaceHub,3771734953,685030
Odin der Götterpartygott,8350900,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9181531,176,SpaceAgeSpaceHub,3768473847,630797
Braveheart76,8579910,Die Flitzpiepen 🦄,20795,12471784,649,SpaceAgeSpaceHub,3765530604,662249
Tyrchen,3846318,Knights of Asgard,6,8453515,411,SpaceAgeSpaceHub,3760658219,742842
Syntics,848963004,Dragon Riders,159,17062744,588,SpaceAgeSpaceHub,3756793059,565314
Phyteuma,6958607,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,70677671,483,SpaceAgeSpaceHub,3747362960,845038
FoE Hede,9319713,Weird Ghosts,23231,16679021,991,SpaceAgeSpaceHub,3742806321,704659
Hadrian 789 der Grausame,849302695,🐉DragonRocker🏴‍☠️,7226,9035369,151,SpaceAgeSpaceHub,3742035335,730820
Murphy001,850849696,🕊 Grenzgänger 🕊,12219,8670263,659,SpaceAgeTitan,3729290647,911659
holger1999,1392263,Next Generation,16,6581608,225,SpaceAgeSpaceHub,3720823726,788314
KingGob,851526284,Enterprise,877,12147700,782,SpaceAgeSpaceHub,3704156646,540863
Dünenkrieger,850878471,Black Phönix,17642,18392479,943,SpaceAgeSpaceHub,3700496500,635895
HBX599,850221854,Black Phönix,17642,15708409,488,SpaceAgeSpaceHub,3696237194,630142
didi koh phee,10534307,Die Arbeiter,635,6390485,311,SpaceAgeSpaceHub,3689866699,610953
Der Sturmgesegnete 233,5897468,RELIC HUNTERS,2803,23978336,1447,SpaceAgeSpaceHub,3687281979,637809
Killa Queen,849124205,Musketierchen 4.0,17389,13515913,690,SpaceAgeSpaceHub,3677308065,565033
Schischa der Geist,850716871,FunFighters,3537,14268558,504,SpaceAgeSpaceHub,3658496961,748311
Miss Erfolg,3113198,Outsiders,343,10092448,361,SpaceAgeSpaceHub,3656864157,729000
Buddy81,850069283,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2138854,100,SpaceAgeSpaceHub,3635808241,528446
Uschi die Irre,850003953,Outsiders,343,16466659,797,SpaceAgeSpaceHub,3617896184,747024
zam18-100-92,849922543,Outsiders,343,18254637,510,SpaceAgeSpaceHub,3611489609,580287
XtremeDE512,850102118,Die freien Völker,267,1950823,81,SpaceAgeSpaceHub,3607785460,443289
EL Feera,10295900,ρℓαуιηg αηgєℓѕ,92,14316458,596,SpaceAgeSpaceHub,3596933642,773279
Alex der Forscher,4391866,Alex,25263,12959291,447,SpaceAgeSpaceHub,3591389067,423313
Gloria Mosca,4588777,,,0,0,SpaceAgeSpaceHub,3589994747,723921
Weltmeister,8699640,Outsiders,343,13508382,357,SpaceAgeSpaceHub,3574192752,518625
ComplexDock,8497195,Outsiders,343,5058528,353,SpaceAgeSpaceHub,3569949547,779369
Tibi*,10283615,⬆️UpGrade*,25718,9284548,620,SpaceAgeSpaceHub,3565201435,494736
Arnulf 7 der Gerechte,5652436,🕊 Grenzgänger 🕊,12219,0,0,SpaceAgeSpaceHub,3554272272,816299
Pr3DaToR,7465698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7003063,236,SpaceAgeTitan,3551734088,719856
reimax,849241164,Die Arbeiter,635,6790026,625,SpaceAgeSpaceHub,3525551845,605499
C0ntra,5077828,Only Ronin`s,17616,3448995,318,SpaceAgeTitan,3525340728,671016
Sparos von der Küste,4300380,👑 Annodazumal 👑,4103,7303960,636,SpaceAgeTitan,3505372799,718569
Fussel70,9544921,🥇 Neuaufsteher 🥇,12806,9810615,752,SpaceAgeSpaceHub,3501205680,615822
Markus 355 der Erbauer,6570004,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2585811,87,SpaceAgeSpaceHub,3490974595,620986
Kattegat04,7558517,Outsiders,343,8234534,246,SpaceAgeSpaceHub,3474153684,470627
ranubis,849677749,Dragon Riders,159,4549070,183,SpaceAgeSpaceHub,3472050723,530550
swim1971,5533776,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6581287,151,SpaceAgeTitan,3470905416,570282
New.Metal,849839089,,,262078,57,SpaceAgeSpaceHub,3456982891,579174
Fliedie,9204911,FunFighters,3537,11001894,644,SpaceAgeSpaceHub,3456208384,561811
.Theo.,7344519,Sevenheaven,6855,3066835,275,SpaceAgeSpaceHub,3441897276,758656
Tyr22,851003960,Spirit of Herkules,21272,5820540,578,SpaceAgeSpaceHub,3438730450,545898
Hotroadcar,849495347,Rising Crown,3780,7390389,467,SpaceAgeSpaceHub,3429700714,528808
Hottizc,849811922,Insane Guardians,18918,10782275,351,SpaceAgeSpaceHub,3415663389,771315
Graf von Burzum,2341635,Only Ronin`s,17616,12178090,388,SpaceAgeSpaceHub,3414039071,400053
-Benny-,10427451,,,0,0,SpaceAgeSpaceHub,3411877250,745260
Serana Pestruferin,5017689,,,0,0,SpaceAgeTitan,3411370312,855459
Campe,7998521,Knights of Asgard,6,11451293,787,SpaceAgeSpaceHub,3397892282,891379
Xerxes1903,8492287,Frei und Freundlich,11817,2989548,81,SpaceAgeSpaceHub,3385709716,575941
Bille s,3382616,⚫️ Black Pearl ⚫️,21695,8582202,395,SpaceAgeSpaceHub,3383007766,618530
Nikita Bensel,6169981,Black Phönix,17642,10759166,402,SpaceAgeSpaceHub,3381536038,555385
Screech,851442908,Kommune,5397,5446467,207,SpaceAgeSpaceHub,3375387788,404007
Madame Bea,849344045,Hamburger Hanse,8586,24516769,1060,SpaceAgeSpaceHub,3374578482,540663
Whats happening,4161649,,,0,0,SpaceAgeSpaceHub,3368542473,631393
king-of-sendling,8080888,nur meine Gilde,25466,10843992,639,SpaceAgeSpaceHub,3359807114,508807
Sadutrail,8511621,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,18231634,304,SpaceAgeSpaceHub,3355352296,360591
Akiakamai,4837431,RELIC HUNTERS,2803,8537307,703,SpaceAgeSpaceHub,3339022616,753073
