name,player_id,guild_name,guild_id,points_change,battles_change,era,points,battles
Foe-Bug,10192307,Black Phönix,17642,34900397,868,SpaceAgeSpaceHub,5723091260,880713
cocochanel111,5857719,Offshore,22974,46006267,934,SpaceAgeSpaceHub,5716319799,1036544
Merlin-der-Große,851292873,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2115632,85,SpaceAgeSpaceHub,5703623367,870955
Kjea9999,6594909,ρℓαуιηg αηgєℓѕ,92,10824830,371,SpaceAgeSpaceHub,5699372889,985105
Sigmund-Freud,10204207,Enterprise,877,5295620,634,SpaceAgeSpaceHub,5691185265,1055570
Galtonell,29011,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,7950705,548,SpaceAgeSpaceHub,5682356659,1007832
Helena 156 die Zornige,2973196,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,24571156,764,SpaceAgeSpaceHub,5675562055,930040
Volti78,7278995,Rising Crown,3780,4747340,245,SpaceAgeSpaceHub,5667715407,942578
tennistom,2545769,Outsiders,343,13263017,295,SpaceAgeSpaceHub,5605068070,1165693
.clumsy.,5472893,Outsiders,343,19934567,746,SpaceAgeSpaceHub,5590254812,887367
Kaputing,850286825,mehr Klima der FOE,25787,1479506,144,SpaceAgeSpaceHub,5582250675,734071
Nobby Nobbs,6841621,🥇 Neuaufsteher 🥇,12806,14269435,518,SpaceAgeSpaceHub,5558396635,869091
Wutzel der Erste,850142218,ZzzZzz,25679,6767555,737,SpaceAgeSpaceHub,5549664191,1065301
Theodora.,5225612,🔥 Feuersterne ⭐️,13890,8095239,876,SpaceAgeSpaceHub,5494545299,1163764
HojeFX,8931520,Die Flitzpiepen 🦄,20795,17358326,735,SpaceAgeSpaceHub,5461830313,1037934
Sir-Thor,8922976,Kommune,5397,8271843,261,SpaceAgeSpaceHub,5435758580,1050519
Shady Lady,849816641,🐉DragonRocker🏴‍☠️,7226,5720932,126,SpaceAgeSpaceHub,5382975197,952729
Jörg123,9454299,🥇 Neuaufsteher 🥇,12806,2825793,90,SpaceAgeSpaceHub,5358133005,839287
AngelDevil01,2947128,Kommune,5397,17372040,623,SpaceAgeSpaceHub,5350376025,687317
Spira the Wolf,6924426,Only Ronin`s,17616,10132105,422,SpaceAgeSpaceHub,5345713523,852403
Emilly10,10465529,Outsiders,343,13210905,476,SpaceAgeSpaceHub,5343394938,954235
John Wick7,849691634,🥇 Neuaufsteher 🥇,12806,16348228,603,SpaceAgeSpaceHub,5332749629,1003928
Casti 76,5806455,ρℓαуιηg αηgєℓѕ,92,5128084,149,SpaceAgeSpaceHub,5330432159,794492
OhMaik,10031001,nur so,3050,9925109,816,SpaceAgeSpaceHub,5305136529,979671
kyni,850744953,ρℓαуιηg αηgєℓѕ,92,26284638,1023,SpaceAgeSpaceHub,5299516270,1070292
Junikus,3097261,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9640364,287,SpaceAgeSpaceHub,5295043344,885096
Fürst Ottokar der Kluge,6579580,Dragon Riders,159,18829900,604,SpaceAgeSpaceHub,5293705473,878919
Bethere,851269267,Outsiders,343,19405158,794,SpaceAgeSpaceHub,5256024357,773063
Caputo,9566185,RELIC HUNTERS,2803,2841773,129,SpaceAgeSpaceHub,5230439228,754495
Opa Rocky,2327684,🥇 Neuaufsteher 🥇,12806,14642118,629,SpaceAgeSpaceHub,5226930779,898762
Beagle1407,3526107,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,10661154,942,SpaceAgeSpaceHub,5220843983,1005882
Spielender Wahnsinn,6145509,Outsiders,343,8002933,445,SpaceAgeSpaceHub,5216415794,1152247
Loonasdad85,8859450,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,20705115,536,SpaceAgeTitan,5205593541,979328
Mellow 667,3493138,Rising Crown,3780,936288,147,SpaceAgeSpaceHub,5144805167,1023770
Eldo,8903385,Die Spartiaten,12599,19448245,683,SpaceAgeSpaceHub,5144696265,779969
Bx12,6165950,🥇 Neuaufsteher 🥇,12806,9410772,332,SpaceAgeSpaceHub,5131099273,924851
Leopold 365 der Düstere,5456304,Outsiders,343,9814387,310,SpaceAgeSpaceHub,5095792979,688443
Hilfreiche,849702172,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12220563,418,SpaceAgeSpaceHub,5029579090,651183
DevilCat,5960940,☠️Nightmare☠️,24477,26924177,786,SpaceAgeSpaceHub,5016952098,709096
Kultbaer,9947792,Rising Island 🏝,8070,21194479,909,SpaceAgeSpaceHub,5004618156,783101
PT-JR,852816370,Outsiders,343,26530220,1022,SpaceAgeSpaceHub,4997177190,494843
Pikulite,849917843,Die Arbeiter,635,10802562,393,SpaceAgeSpaceHub,4986190460,838755
Amazone Artep,8068162,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3280158,176,SpaceAgeSpaceHub,4982877429,615628
-Rosa-,7213729,🐉DragonRocker🏴‍☠️,7226,11402628,454,SpaceAgeSpaceHub,4958600359,876099
BoneBreaker,5462431,☠️Nightmare☠️,24477,20131618,786,SpaceAgeSpaceHub,4941098387,750807
Aga.,2347921,Kommune,5397,15211941,579,SpaceAgeSpaceHub,4908662910,913928
Gustavo Fring,849775006,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,18943500,792,SpaceAgeSpaceHub,4898626970,1070729
Thorana,10332279,🥇 Neuaufsteher 🥇,12806,15453728,786,SpaceAgeSpaceHub,4893694841,879625
Cäsar 222,8615598,Outsiders,343,16600641,581,SpaceAgeSpaceHub,4880967260,1015669
Tiberius aus dem Norden,9365260,Outsiders,343,11490485,676,SpaceAgeSpaceHub,4814549241,901910
Kalliope die I,852303901,Only Ronin`s,17616,6360457,296,SpaceAgeSpaceHub,4767977403,602965
Patrones,6746433,FunFighters,3537,17284145,1129,SpaceAgeSpaceHub,4765968964,908823
Ani01,8822554,Weisse Rose,6843,35588002,726,SpaceAgeSpaceHub,4739146047,937161
PlatzdaFlash,5896051,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9940450,447,SpaceAgeSpaceHub,4694160970,759958
Remus von Populonia,9624623,Die Flitzpiepen 🦄,20795,16980125,662,SpaceAgeSpaceHub,4680409379,760162
amazonasmaus,5990149,🐉DragonRocker🏴‍☠️,7226,3247085,145,SpaceAgeSpaceHub,4670677198,801063
TKR501,3825023,Only Ronin`s,17616,16076520,769,SpaceAgeSpaceHub,4645004298,738882
Katharina die Grosse 4,2617153,ρℓαуιηg αηgєℓѕ,92,7725112,739,SpaceAgeSpaceHub,4618700570,811733
CaliBero,8588143,🥇 Neuaufsteher 🥇,12806,18564569,616,SpaceAgeSpaceHub,4609930322,824437
fraxel,5446031,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5299051,367,SpaceAgeSpaceHub,4603318299,868373
Brutuspumbernickelbert,2352343,Foe Pause,25678,21161366,691,SpaceAgeSpaceHub,4587197483,926520
Kolovrat,7782453,🥇 Neuaufsteher 🥇,12806,13304456,679,SpaceAgeSpaceHub,4564700271,877164
Leonidas09,3084698,Kommune,5397,17013425,556,SpaceAgeSpaceHub,4554098029,635400
Agrippa 727 der Tapfere,9542421,nur so,3050,6873739,469,SpaceAgeSpaceHub,4512231993,962232
Battle Cat 75,9253191,FunFighters,3537,23792828,602,SpaceAgeSpaceHub,4498243724,708192
Det Medwed,3073300,Fluffige Mammuts🦣🦣,7139,10308941,1308,SpaceAgeSpaceHub,4491216219,986503
Gilgamesch ForgottenOne,9484155,Die Fantastischen 3,13797,28807848,742,SpaceAgeSpaceHub,4489703300,985524
vitya,4578438,,,0,0,SpaceAgeTitan,4484871271,1231836
mo1973,7142904,Knights of Asgard,6,11353236,1136,SpaceAgeSpaceHub,4471543013,981074
Grauer Wurm,5773738,Die Flitzpiepen 🦄,20795,7901172,425,SpaceAgeSpaceHub,4457695070,807306
Hans der 3,8844497,🕊 Grenzgänger 🕊,12219,7658788,827,SpaceAgeSpaceHub,4453202468,757548
Anastasius 78,6458932,Abstellgleis 2,25514,9992275,907,SpaceAgeSpaceHub,4452208464,865614
Xx.LEO.xX,7313397,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6761960,225,SpaceAgeSpaceHub,4424706827,787316
leon 288,7445549,MMM,25147,18480,6,SpaceAgeSpaceHub,4422450108,591628
oZZiploZZi,6352671,Outsiders,343,11844408,690,SpaceAgeSpaceHub,4420470399,676263
AbueloKlaus,7689698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9663141,290,SpaceAgeSpaceHub,4415588201,755373
belladonna 66,8642092,Fluffige Mammuts🦣🦣,7139,19251980,717,SpaceAgeSpaceHub,4408297510,672503
TRISTESSE,7955197,Yggdrasil,10153,11414623,1116,SpaceAgeSpaceHub,4387036489,802782
wattwurm66,4316785,Die Flitzpiepen 🦄,20795,7174309,735,SpaceAgeSpaceHub,4377865323,943665
asqw1,2233782,Rising Crown,3780,5605017,227,SpaceAgeSpaceHub,4372052569,856217
LFCDOC der Unbarmherzige,5697281,🥇 Neuaufsteher 🥇,12806,10507041,124,SpaceAgeSpaceHub,4369194359,1071037
Zewam,2711028,Expendables & Falken,8004,0,0,SpaceAgeSpaceHub,4348802364,1265106
Mister X123,4397549,Next Generation,16,13617450,529,SpaceAgeSpaceHub,4332181793,716749
Deadpoolli,3822489,Die Flitzpiepen 🦄,20795,4291545,524,SpaceAgeSpaceHub,4330082103,792084
Icebreaker1971,2820222,🧊Ice Gilde🧊,6289,0,0,SpaceAgeSpaceHub,4328265946,770922
-Heidi-,9004327,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,16801679,488,SpaceAgeSpaceHub,4327362707,900137
gunderl,849340921,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13589488,485,SpaceAgeSpaceHub,4324977026,629559
Casyhasy,8991313,Die Flitzpiepen 🦄,20795,1936248,120,SpaceAgeSpaceHub,4324757142,900194
johndoe1,10345165,🥃 Havana Club 🥃,20016,14145001,654,SpaceAgeSpaceHub,4313539222,533347
Unity,9477691,XOX,25663,5344742,527,SpaceAgeSpaceHub,4301784316,713169
Svetik,10284923,🥇 Neuaufsteher 🥇,12806,6226175,282,SpaceAgeSpaceHub,4296706192,662931
Yenkilus der 44.,8257853,Hessian Dragons,109,11549812,466,SpaceAgeSpaceHub,4281609375,603365
Asmodae,3530006,Force of Nature,21629,3341254,112,SpaceAgeSpaceHub,4271552575,739562
TimeHunter,3768400,Black Phönix,17642,6600764,367,SpaceAgeSpaceHub,4267502244,772833
Chris8156,9719229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6220395,297,SpaceAgeTitan,4254593426,793670
Tööbi Valhall,8742752,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,4220349,184,SpaceAgeSpaceHub,4228775919,756531
El buho,8566844,Only Ronin`s,17616,12358537,642,SpaceAgeSpaceHub,4225169757,718643
Thorsten aus Hamburg,3123799,Horde der Hanse,14972,5187551,240,SpaceAgeSpaceHub,4222636669,649550
Edmund 485 der Verwegene,8174419,Rising Crown,3780,10134382,341,SpaceAgeSpaceHub,4219734404,776472
Honorius 746 der Weise,8592968,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9489979,377,SpaceAgeSpaceHub,4207754932,693866
pope600,2180229,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,17091779,873,SpaceAgeSpaceHub,4195994959,734892
MuadDib,851160841,🐉DragonRocker🏴‍☠️,7226,16674485,616,SpaceAgeSpaceHub,4194784476,826252
Felix .,1304842,FunFighters,3537,11953331,897,SpaceAgeSpaceHub,4189614476,705254
Sandy112,7352617,Weisse Rose,6843,18337769,862,SpaceAgeSpaceHub,4185044401,694571
KämpferSiegfried,4738589,Outsiders,343,10396243,549,SpaceAgeSpaceHub,4182734082,809173
Jochen dein Freund,850455917,Outsiders,343,12069960,391,SpaceAgeSpaceHub,4180401093,597121
Milai,9532845,Black Phönix,17642,9875590,784,SpaceAgeSpaceHub,4173770981,860784
Blanka,7913583,Force of Nature,21629,2972181,112,SpaceAgeSpaceHub,4171561417,877978
Joe Stoppelbart,8407475,🕊 Quo Vadis 🕊,2017,14069754,749,SpaceAgeSpaceHub,4168480376,730450
sodedako,9847392,ρℓαуιηg αηgєℓѕ,92,15112989,713,SpaceAgeTitan,4156002458,621621
Yazoo1000,3926812,Force of Nature,21629,7303605,117,SpaceAgeSpaceHub,4155114034,675099
der-dude78,8945256,Die Spartiaten,12599,15798452,662,SpaceAgeSpaceHub,4152744709,656081
DARK SLAYER FRANK,849484067,Only Ronin`s,17616,0,0,SpaceAgeSpaceHub,4151415808,629632
Arthus Seele,4388294,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12914438,581,SpaceAgeSpaceHub,4115974723,884332
KingGunterius,4377509,FunFighters,3537,7372182,802,SpaceAgeSpaceHub,4113220309,707296
tj der große von tutles,10436333,🥇 Neuaufsteher 🥇,12806,18101557,695,SpaceAgeSpaceHub,4107984374,685852
Hugin Rabenson,850940369,Knights of Asgard,6,14878284,604,SpaceAgeSpaceHub,4098126550,514836
JarodX,3079265,Rising Crown,3780,469695,114,SpaceAgeSpaceHub,4091612934,808360
GROOT15,8497645,FunFighters,3537,6720418,437,SpaceAgeSpaceHub,4088052643,669190
serbish,2601474,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9383418,492,SpaceAgeSpaceHub,4070279779,622723
.42.,8455357,Meerkater 🇺🇦,16471,8090329,325,SpaceAgeSpaceHub,4059356993,747002
T4Ever,850775321,FunFighters,3537,9348448,971,SpaceAgeSpaceHub,4041226923,792374
Franziskus der Heilige,4537553,Schwarze Engel🕊,4132,2929232,222,SpaceAgeSpaceHub,4039801780,724317
Matilda 0815,5605812,,,0,0,SpaceAgeSpaceHub,4031588226,813887
Barney Nord 2009,9314566,Outsiders,343,4899526,242,SpaceAgeSpaceHub,3999785660,756830
= Medusa =,3630821,🕊Gorgonen🕊,4888,6861331,668,SpaceAgeSpaceHub,3993133966,767217
Baruch,7932655,Helden der Birne,5088,32369132,90,SpaceAgeSpaceHub,3990840002,548793
Cynthia 264,4261226,Outsiders,343,14154260,443,SpaceAgeSpaceHub,3986423845,613787
Bond2019,9842696,☠️NeverNight☠️,10520,10549057,420,SpaceAgeSpaceHub,3973417873,596337
nikosita,850425951,Kommune,5397,1538232,144,SpaceAgeSpaceHub,3964503147,644765
Emporer of Mankind,3343993,Outsiders,343,3351180,482,SpaceAgeSpaceHub,3958265064,601708
Bern der Harte,4248550,Hinkelstein,21802,1977123,88,SpaceAgeSpaceHub,3943945951,628184
Jolly Jumper,8869880,🥇 Neuaufsteher 🥇,12806,11634364,447,SpaceAgeSpaceHub,3916772912,857626
Barbar28,9313350,Rising Crown,3780,12170401,439,SpaceAgeSpaceHub,3911550876,605000
Der Herzige,4590109,Only Ronin`s,17616,12832416,931,SpaceAgeSpaceHub,3911300614,696394
hubulubu,852039551,Einfeld,23817,2208680,89,SpaceAgeSpaceHub,3907540839,504427
Frank von Sulingen,8076878,ρℓαуιηg αηgєℓѕ,92,10153477,712,SpaceAgeSpaceHub,3903272072,605094
Angus v. d. Dt. Dogge,3455485,ρℓαуιηg αηgєℓѕ,92,1193320,184,SpaceAgeSpaceHub,3896465794,771101
matti1111,851693454,Einfeld,23817,20713102,1364,SpaceAgeSpaceHub,3895120748,505207
Paprikano,3185978,Fighting Porcupines,22345,19057256,775,SpaceAgeSpaceHub,3893179089,529587
GroßerRomolus,851653318,🥃 Havana Club 🥃,20016,18392792,685,SpaceAgeSpaceHub,3891076101,528423
Katzi.,7958496,,,0,0,SpaceAgeSpaceHub,3888681540,838593
brundica,4959565,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2975970,114,SpaceAgeSpaceHub,3886665034,597862
Old Kampfgnom,852738541,🐉DragonRocker🏴‍☠️,7226,34349801,1231,SpaceAgeSpaceHub,3883365932,547797
Karl der Große 1966,9277930,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,2578470,111,SpaceAgeSpaceHub,3870105450,710901
Harley the Quinn,4393638,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3658208,187,SpaceAgeSpaceHub,3864610550,875299
Baumeister-WES,9656584,FunFighters,3537,20692980,618,SpaceAgeSpaceHub,3853500404,487124
Lord Nickedick,6980656,Only Ronin`s,17616,6002818,55,SpaceAgeSpaceHub,3844526231,533641
*Iokasta*,5906364,Weisse Rose,6843,12631636,403,SpaceAgeSpaceHub,3837610925,626446
eri60,7958153,FunFighters,3537,7326096,335,SpaceAgeSpaceHub,3814330358,658068
Simunas,3218427,Kommune,5397,2955734,157,SpaceAgeSpaceHub,3813523880,598756
John Glenn,9256152,,,0,0,SpaceAgeSpaceHub,3810082885,921990
Braveheart76,8579910,Die Flitzpiepen 🦄,20795,15822762,910,SpaceAgeSpaceHub,3806058664,664744
Syntics,848963004,Dragon Riders,159,12926899,547,SpaceAgeSpaceHub,3799092475,567032
Phyteuma,6958607,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,20045263,813,SpaceAgeSpaceHub,3796650192,846926
BNK-3R,10183504,,,0,0,SpaceAgeJupiterMoon,3796546708,1220097
Tyrchen,3846318,Knights of Asgard,6,9049180,425,SpaceAgeSpaceHub,3792393647,744250
Odin der Götterpartygott,8350900,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4690168,159,SpaceAgeSpaceHub,3782050779,631231
Agolfo,849192647,Seniorenheim,25608,0,0,SpaceAgeSpaceHub,3781101937,595351
Calico Jack R,6323488,FunFighters,3537,3934811,342,SpaceAgeSpaceHub,3780439977,685750
FoE Hede,9319713,Weird Ghosts,23231,10460980,801,SpaceAgeSpaceHub,3771166163,706540
Hadrian 789 der Grausame,849302695,🐉DragonRocker🏴‍☠️,7226,3844722,306,SpaceAgeSpaceHub,3768440237,731740
Dünenkrieger,850878471,Black Phönix,17642,24416768,760,SpaceAgeSpaceHub,3758784589,638349
holger1999,1392263,Next Generation,16,11554025,708,SpaceAgeSpaceHub,3754199779,790093
HBX599,850221854,Black Phönix,17642,17982038,677,SpaceAgeSpaceHub,3753532503,632202
Murphy001,850849696,🕊 Grenzgänger 🕊,12219,6849655,830,SpaceAgeTitan,3751592998,914084
KingGob,851526284,Enterprise,877,9163634,979,SpaceAgeSpaceHub,3742084590,543446
Der Sturmgesegnete 233,5897468,RELIC HUNTERS,2803,12141946,867,SpaceAgeSpaceHub,3722261334,640081
Killa Queen,849124205,Musketierchen 4.0,17389,11961017,502,SpaceAgeSpaceHub,3721800454,566986
didi koh phee,10534307,Die Arbeiter,635,15099563,901,SpaceAgeSpaceHub,3720373688,612568
Schischa der Geist,850716871,FunFighters,3537,4258289,225,SpaceAgeSpaceHub,3696424886,750010
Uschi die Irre,850003953,Outsiders,343,13077076,510,SpaceAgeSpaceHub,3667400168,749215
Miss Erfolg,3113198,Outsiders,343,2379465,119,SpaceAgeSpaceHub,3663253595,729396
zam18-100-92,849922543,Outsiders,343,32525406,301,SpaceAgeSpaceHub,3659718638,581171
Buddy81,850069283,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2460375,127,SpaceAgeSpaceHub,3646140200,528946
EL Feera,10295900,ρℓαуιηg αηgєℓѕ,92,14955865,582,SpaceAgeSpaceHub,3641975255,774895
Alex der Forscher,4391866,Alex,25263,14719021,591,SpaceAgeSpaceHub,3636696779,424986
XtremeDE512,850102118,Die freien Völker,267,4443506,93,SpaceAgeSpaceHub,3614733308,443478
Tibi*,10283615,⬆️UpGrade*,25718,18767437,663,SpaceAgeSpaceHub,3603742922,496008
Gloria Mosca,4588777,,,0,0,SpaceAgeSpaceHub,3589994747,723921
Weltmeister,8699640,Outsiders,343,4709478,338,SpaceAgeSpaceHub,3589261367,519682
ComplexDock,8497195,Outsiders,343,5432547,387,SpaceAgeSpaceHub,3588036302,780355
Pr3DaToR,7465698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5409355,589,SpaceAgeTitan,3573265972,721698
Arnulf 7 der Gerechte,5652436,🕊 Grenzgänger 🕊,12219,3331037,362,SpaceAgeSpaceHub,3566410264,817324
reimax,849241164,Die Arbeiter,635,7898106,683,SpaceAgeSpaceHub,3551254350,607761
C0ntra,5077828,Only Ronin`s,17616,10316584,1108,SpaceAgeTitan,3544184425,672916
Fussel70,9544921,🥇 Neuaufsteher 🥇,12806,14683625,609,SpaceAgeSpaceHub,3531541053,616944
Sparos von der Küste,4300380,👑 Annodazumal 👑,4103,7777867,887,SpaceAgeTitan,3529422876,720885
ranubis,849677749,Dragon Riders,159,15821107,752,SpaceAgeSpaceHub,3518297632,532710
Kattegat04,7558517,Outsiders,343,16657096,644,SpaceAgeSpaceHub,3515034588,472137
Markus 355 der Erbauer,6570004,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6332262,388,SpaceAgeSpaceHub,3511147366,621965
swim1971,5533776,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8790414,252,SpaceAgeTitan,3491983149,570949
Fliedie,9204911,FunFighters,3537,7999592,797,SpaceAgeSpaceHub,3476562757,563745
Tyr22,851003960,Spirit of Herkules,21272,9464725,1078,SpaceAgeSpaceHub,3466650334,548728
New.Metal,849839089,,,102968,20,SpaceAgeSpaceHub,3457361977,579252
.Theo.,7344519,Sevenheaven,6855,5756354,424,SpaceAgeSpaceHub,3454380028,759798
Hotroadcar,849495347,Rising Crown,3780,7075304,703,SpaceAgeSpaceHub,3442416643,529597
Hottizc,849811922,Insane Guardians,18918,10527281,398,SpaceAgeSpaceHub,3441334048,772332
Xerxes1903,8492287,Frei und Freundlich,11817,6097241,320,SpaceAgeSpaceHub,3432033899,577641
Graf von Burzum,2341635,Only Ronin`s,17616,4090891,159,SpaceAgeSpaceHub,3430829355,400676
Campe,7998521,Knights of Asgard,6,12641097,661,SpaceAgeSpaceHub,3429658131,893363
Madame Bea,849344045,Hamburger Hanse,8586,12322422,628,SpaceAgeSpaceHub,3414543566,541839
Sadutrail,8511621,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,31887183,599,SpaceAgeSpaceHub,3411931483,362083
-Benny-,10427451,,,0,0,SpaceAgeSpaceHub,3411877250,745260
Serana Pestruferin,5017689,,,0,0,SpaceAgeTitan,3411370312,855459
Bille s,3382616,⚫️ Black Pearl ⚫️,21695,7457276,383,SpaceAgeSpaceHub,3409657804,619882
king-of-sendling,8080888,nur meine Gilde,25466,11547680,684,SpaceAgeSpaceHub,3404749901,510819
Nikita Bensel,6169981,Black Phönix,17642,7750502,285,SpaceAgeSpaceHub,3400404521,556233
Screech,851442908,Kommune,5397,8258458,329,SpaceAgeSpaceHub,3397017362,404770
Akiakamai,4837431,RELIC HUNTERS,2803,36583600,759,SpaceAgeSpaceHub,3390412691,755186
Whats happening,4161649,,,0,0,SpaceAgeSpaceHub,3368542473,631393
