name,player_id,guild_name,guild_id,points,battles
fxtricks,2603726,🔥 Feuersterne ⭐️,13890,555019132,175856
wert6,7002997,United Serenity,7819,554251820,70324
Pythagoras 5373 der Löwe,7981429,Breakepoint,22168,553581344,127471
Cruzerx,850261201,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,552733533,143119
Gabberfreak,849510253,,,552645434,272836
Maximiliane Flory,5965827,Astra 💫 Australis,20187,552619920,155568
Forrest,8627799,Feierabend-Piraten,23148,552380156,112251
keno tom brok,498904,Jolly Roger,394,551842832,93414
Bob Andrews vom Taunus,7917126,,,551003644,192386
Sidi16,8158178,Freigeist,22,550647134,55568
Andi der Eroberer 1986,7919954,,,549985828,177395
mppuckie1848,849766913,,,549960109,163783
Funny Joker,3761437,,,549746450,134759
Ismenka,2468553,💎Minas⚜️Tirith 💎,24031,549684823,101638
MansonSprocket,5678154,,,549659254,127055
Rosenkriegerin83,849542744,Force of Nature,21629,549475732,140103
CupraWob,6248401,Cree,22432,549350187,63894
Otto de Linne,2172624,Dragon Riders,159,549209058,106146
klipp Fisch,9046867,solala,24177,548263223,267082
Wupsi der 1,8780386,,,547871320,167521
Dimitri bljat,852411106,Yggdrasil,10153,547547105,83255
Dunsteisen,9815754,🥒Spreewaldgurken🥒,10696,546780504,424595
taurus 1960,849639204,Nur kein Stress 😴,14128,546273379,80358
goleo13,1989512,Nurso,533,545232463,81910
Sevulon,851643492,Dragon Riders,159,544647677,212390
Meister Fibi,850217666,,,544617443,143820
Lt.Keller,2725230,Einsame Wölfe,8789,544042181,75350
Achim1107,849341500,GOT NeueGilde,19595,543788919,100474
Schwanzlurch4,9916859,Spirit of Herkules,21272,543647355,170117
Jofunky77,848986744,die sanftmütigen,1047,543238950,124868
Benmawie,848911793,,,543205540,125941
FunnyDario,7389453,,,543125425,95956
captaindav82,2747851,,,542514569,119517
DS101,851478194,*Die Weltenbummler*,6865,542326980,254672
Stefan 77,1630611,Zweitwohnsitz,6937,541948459,42737
Sir Abszisse,652885,Black Horizon 🇺🇦,47,541664444,146337
Sir Griswald,852788695,Hamburger Hanse,8586,541506007,206475
Quietus 289 der Grausame,4515501,Catfish,14627,540884534,71434
Engel Balthial,4969111,,,539643228,79652
BettyW,853167786,Neuland,25210,539156287,53660
Kampfkiki,849506817,Dragon Riders,159,538618016,147344
wünni,385514,🕊Gorgonen🕊,4888,538258580,119281
Oktavian 634 der Zornige,7522376,☠️NeverNight☠️,10520,538245028,184578
charly85,8949118,Die Bruderschaft,10326,538071059,167984
Halbschwede,8079918,Dragon Riders,159,537812435,100612
H. VEL,7261151,⚔️ RAUBRITTER ⚔️,16111,537621303,290384
chef de loup,849145145,Meerkater 🇺🇦,16471,536690933,157161
Tacitus 279 der Pfähler,4821170,Traction-unit leader,3980,536672970,191121
Lanxess,4302583,Ancients,12870,536448378,111634
Bazylus,8351748,Taj 🕌 Mahal,16562,536194768,55710
Methusalic,2405340,Dragonis,4798,535313243,103390
Lotharingia,849036207,,,535226596,208146
BadAss53,4161376,Dragonis 2,545,535146398,171556
King-Mike,849338906,Next Generation,16,535132758,199051
Nasgir der Schlächter,9597304,Insane Guardians,18918,534759215,123575
Paulibär,10317707,ρℓαуιηg αηgєℓѕ,92,534730404,193791
Revoluzer666,9910245,,,534623056,155474
Roxana 816 die Herrliche,7865968,,,533913739,136469
FamedKlaus,10035257,Matala,19334,533229291,124136
Kretschmer,9055820,,,532374105,142145
bigudo,852472522,FunFighters,3537,531862533,138353
Thielmann,10596181,Spassecke,7428,531827574,123050
Böhse4Life,4289466,👑 Annodazumal 👑,4103,531608289,40136
Taiko13,6766967,,,531460612,118362
Chopin1,849189612,Freiheit 🕊️,894,531448964,414832
Phase Zero,1549125,Chill - Oase,21881,531031792,151420
GvdK,1523330,Zornroeschen,23905,530946962,99938
TH79,6366720,Frei und Freundlich,11817,530667469,129876
makonet,9555957,Schattenfeuer,24831,530506698,65625
Apollonius 9434 der Löwe,849660163,D. Unerschrockenenᵁᴬ,13198,529580514,136185
Erzeng3l,3432426,,,527408305,119455
Henry I. der Tapfere,4144662,🌟Gilead🌟,3165,527263413,194691
schnickschnack110,8183776,Freigeist,22,527178660,56508
Bibi 82,9593942,Helden der Birne,5088,526707378,306343
Vannitrix,849231268,Astra 💫 Australis,20187,526609013,209116
Schlibowitsch,8829931,"Division""Wolfsrudel""",15833,526282638,56125
Los Viagras,2775773,Bund der Macht,24421,526273845,96672
Seleukus 52 der Schwarze,2330926,Profikillers,10855,525997153,132394
Rachsucht von Baden,8161830,,,525968996,110104
powerfox,852954151,Enterprise,877,525159909,243816
Holsate,851085372,🐉DragonRocker🏴‍☠️,7226,525121911,152734
Feder der Weise,4147116,Helden der Birne,5088,524531334,245203
MadJester,3983318,,,523951121,155414
Marcus vom Horn,5298726,Die Familie,5895,523910206,121835
GM-DO,849544855,Dragon Riders,159,523786989,192149
Schwarzehexe1970,850391487,GothicGermany,20010,523355385,74852
Felicitas die Große 5000,850042943,Stand by me,13782,522849820,94347
schmidigri1,9248732,,,522806193,116227
GebieterMarv,6591207,,,522398691,68472
bubub,3808627,Die Flitzpiepen 🦄,20795,522301906,157223
Geoffrey 611 der Pfähler,7044043,Force of Nature,21629,522180262,141868
Alarich1,849242347,Hamburger Hanse,8586,521490690,77223
skorpion65,6647928,Götterbande,3358,520769207,236775
Lollo Rosso,437245,Insane Guardians,18918,520062784,56217
Laoban der Kämpfer,849209579,Helden der Birne,5088,519284428,236562
Heiliger Michael,8016230,,,518325176,347539
AK1960,7665506,Von der Insel,8427,518107764,57330
ZwoZylinder,3965685,,,517433820,96386
Lady Aui,851653698,Hamburger Hanse,8586,517090958,242564
Reide der Große,7001074,Kampfhamster,24121,516980430,114946
Jeronimo1840,3143802,ALPHA ZENTAURI,24013,516932393,96424
Mandrak the last Chance,4424075,frsm,25700,516839564,55269
Aname,10384116,Die Arbeiter,635,516772650,166077
Daxhamster,851186027,Die Händler,1661,516726406,64269
Tschö,10012849,,,516389626,106602
luny.,22803,🕊 Quo Vadis 🕊,2017,516258487,60425
Maurice91,851039940,Neu-Drachenfels,11825,516076012,318212
Weleda,2344584,,,515983776,85105
kettweezle,5283486,Cree,22432,515633480,73761
Juhejara,2783320,,,515284875,186168
manisi,4724589,,,514994157,158885
Nordstar2K3,849956029,,,514594218,75233
Friedrichmollo,8918570,Solospieler,24679,513402154,104602
Myrim,9880671,Dragon Riders,159,513218086,112367
Panrule,4230969,Force of Nature,21629,513172423,184652
Cakedestroyer,330479,,,512378705,146479
Roncity1708,7884038,Team *Teamwork*,15686,512346908,170733
opositer,851990181,☠️NeverNight☠️,10520,511991498,108461
Angel610,851916112,Die Tavernenhocker,4833,511564514,124276
LuckyRoggy,10581173,Mucky´s Clan,13220,511223745,99194
ANGLERBACHI,8464494,,,510966439,118840
Mr Biber,851382511,Rising Crown,3780,510294575,181087
Pinky Floyd,2329957,,,509485211,121016
Ice 959,10398799,Mein Parkplatz,24820,509221932,115576
Jochen von Gros,6655211,,,509202327,180627
LadySansa,10244373,,,508962884,85253
SmartElfriede,10588223,🇺🇦 Friedliche Händ,862,508872629,69997
BK der Bär,2841952,Caballeros del Coco,305,508655208,81053
Orchineses,2710410,Shadow Hunter,17937,508652592,175507
Franz-Karl,95403,Knights of Asgard,6,508452066,97185
King RaF,7618515,🥒Spreewaldgurken🥒,10696,508358661,215959
mimiriese0810,8091839,,,508316088,121148
armor games,1652591,Freigeist,22,507743098,48305
Moosbüffel1,4087992,ρℓαуιηg αηgєℓѕ,92,507594210,226878
Dido 185 die Gefährliche,3321800,Freie Hansestädte,33,507272193,71240
Xardoz,4389581,Die Minititanen,7296,507182872,81245
Petra Tochter von Helena,849708442,Knights of Asgard,6,507079477,171453
Brennius 246 der Löwe,3782644,,,506593631,113708
WeXn5 der Harte,850536592,Next Generation,16,506447110,213506
schlagein,850169584,nur so,3050,506308140,55416
Knobby,852544328,Spaß und Handel,12794,506080251,203639
Sir Duncan der Große,849158712,Ocularius-clan,10644,505890282,97676
Theat,849528518,The Royals,2382,505097196,51497
Gebli,7598635,TnT007,9233,504541094,54035
FairTom,7410030,Outsiders,343,504266555,322644
Aramissi,8068829,DieGroßgötter,483,503865713,88611
Vailen,9001335,,,503649216,148041
maxedelweis,3191054,Freigeist,22,503615413,62747
EdeGier,849704618,King+Queens,3262,503447391,219581
KnatterHirsch,852678165,Spassecke,7428,503397184,240870
Horsi 01,4745368,Schwabenland,1538,502548321,160759
Tigress7,4688172,Single-Bingel,23687,502489337,134724
Räuber Hotze,2339965,,,502088437,287065
Magister Hortus,1567759,Nova Sodalitas,25620,501701391,87049
Mein Reichtum,851493775,,,501431644,136753
Kning,4809284,Armed Apes,1671,501014448,117807
oliv66,852630826,MV Fire,15329,500795645,181017
Thixo,10656218,Legati Minervae,13956,500590530,84633
Muttis Lieblingskind,5848746,"Gott kennt Gnade, Jo",4895,500439089,107829
Ralmir,2343881,Die Händler,1661,500286810,71051
Raasuul123,3042560,Hessian Dragons,109,500281942,71762
Hoka1Hey,7253176,,,500113725,109156
Wotan25,8967962,Heldenschmiede,25336,499289337,116044
Andreas der III.,849866828,to have fun II,19968,499146025,48901
Lord Muhai,6140142,Demokratie,4327,499143014,75490
CaptKirk,850981161,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,499000682,151345
IE-welt,2774724,FairPlay+DEUTSCHLAND,22537,498987376,119683
Badman2013,821697,FGB🌹,21516,498756231,34564
Dragonkidd,9642732,,,498117991,112608
Mantua die Weiße,4668691,New Odhrorvar,4712,497812085,67437
Blink83,849243912,,,497644370,194303
Maia OhneZahl,850373837,Taj 🕌 Mahal,16562,497478240,176562
Amitis 1046 die Listige,10310994,Amis Krümel,24024,496760735,176161
Edmund 583 der Jäger,8981134,Das Bündnis,10026,496701115,69542
Bauz,849273484,Hamburger Hanse,8586,496307333,286844
diwi12,4985350,,,496277301,109410
Sir Richard 65,7084090,TerraX 🇺🇦,8905,496136558,103048
Falcon 19,8517262,,,496085490,113999
beko76,4454000,The Faceless Men,10018,496061384,96787
Darth Rocky,7228842,ABC666,23790,495311688,83586
BS2021ERL,850085458,Die EISERNEN,6835,494932625,554859
Dr. van Helsing,2307328,Hessian Dragons,109,494675658,52954
Herr Uwe der Barmherzige,10420164,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,494458102,154714
Packardman,8498799,PathFindeR 🇺🇦🕊,18679,493683428,124756
Theresa 935 die Gerechte,7591680,,,493555375,120310
Stevlinho,6540829,The Funk Shop,12603,493505108,70441
BlackForestTS,6522256,KEIN STRESS 🏖,14466,493501292,99832
Tschubidu,849748578,,,493269626,211959
Rami Ramme,6127299,,,492652277,109763
HBSailor,4417464,SWF-Gilde,3572,492561446,73722
AhrWorld,8891368,Fairy Trade,68,492216008,67683
Miko73,849926918,🥇 Neuaufsteher 🥇,12806,492196600,277825
TheDarkTree111,853010838,Dragon Riders,159,492163471,228563
Lutschgobert der Dicke,8538514,Frei und Freundlich,11817,492045131,168417
Jörg2105,4430919,,,491807476,105679
frauhansen,2227099,Die EISERNEN,6835,491720144,101165
sirius der friedliche,7051048,Frei und Freundlich,11817,491624066,70838
Schwelmer70,5335548,,,491372272,154571
Stihi,8147834,Dragon Riders,159,491010662,108973
glibber,8865485,🕊 Quo Vadis 🕊,2017,490772832,347445
Kybele 248 die Pfählerin,5039143,Die Familie,5895,490558329,73397
Don Renus,8082865,King+Queens,3262,490060193,145546
kolliM,849452260,GOT NeueGilde,19595,489887727,54498
Pay der Gütige,3433153,Das schwarze Auge,124,489586028,41427
Y123,10351192,,,489454099,167822
Falin Mor,6894440,Zweckgemeinschaft,9279,489056021,26343
Charlotte2020,10147596,,,488950988,91163
Zopf61,2478439,die alten Seelen,624,488868576,79324
EmpireOfZombie,1387887,Wächter des Mondes,3518,488624235,51756
Bragolin,852150106,,,488396268,99223
B I G G I,850349891,B I G G I,25507,488052305,304940
MajorSixe,4106872,Schalter des Lichts,5798,487529532,111956
Nordlicht66,3594802,Horde der Hanse,14972,487086362,83630
Italo 1977 der spieler,6888500,Die kleinen Strolche,7563,486768186,78469
aennasoey,2345455,Santiano,23876,486076975,158701
Rich3,4127197,Schwarze Seele 🌑,244,486002737,160256
Carlottchen,9323262,Abstellgleis 2,25514,485396518,288055
Sweeney22,850986088,🕊Respekt🇺🇦,15265,485220274,119090
the Nexus.,8998416,,,484516215,144691
MasterKatze,4775994,Drei Eichen,7039,484176559,183175
Mitzitant,10014209,Reizende Seegurken,23430,483798439,90074
Ragna Redbeard,9055529,Götterbande,3358,483317971,178027
muchtelmann,852201826,JEEPer,23200,483311441,97602
videomode,2348672,PokerstarsElite,313,483234569,57256
Bettybluexx1,7349202,,,482730192,352297
Fettgar,5037474,Weisse Rose,6843,480961645,168601
ARNTHOOR,3317805,,,480133788,112654
CeeTee1988,7686296,,,480070664,79791
andreas der allergrößte,8527892,,,479989570,237403
*JoeCool*,4147523,Die Händler,1661,479728319,283277
Keita die Erste,10061737,Woodys Bierstube,14569,479699856,336645
Gwandlaus,3393436,KEIN STRESS 🏖,14466,479665671,56358
Schwarzer Ritter 11,8613207,Spirit of Herkules,21272,479496344,72111
alleswirdschief,4463936,Valburger,3249,479326745,59203
Greta die gloreiche,9172435,🇺🇦 Friedliche Händ,862,478266994,39863
Drummaster,851443146,Die EISERNEN,6835,478189285,225374
peter paul parth,7494822,,,478025339,120352
Theodora 3495 die Gütige,851257813,modjo 🇺🇦,8194,478012988,179238
Majon639,3842063,Dragonis 2,545,477842461,98259
Cold069,849882645,Helvetia,823,477614410,219759
lionidae,4375891,die goldenen Sterne,4402,477466280,68200
beere65,10653829,,,477219458,111868
Tmmi,849303190,Die Muskeltiere,1276,477112340,96541
Tobi1978,8451339,Rumgammler,20262,476891084,148686
Henrietta die Gute,7564781,KEIN STRESS 🏖,14466,476765219,186718
MauTau,4521677,,,476202319,70992
Ashu698,9994791,🕊 Quo Vadis 🕊,2017,476072697,114623
Agrippa 131 der Fuchs,3225204,Halunken Bande,2025,476050020,70242
Athor-57,7643143,Hansestadt,9901,475909979,64738
xxJULEZxx,10441416,Krieger des Lichts,1148,475709161,426488
susidick,2316434,,,475286010,83766
Orima warsmith,6910524,,,475130939,98826
KILLER-007,9415538,,,474561156,118113
Junijun,10267852,,,474215176,77418
Alexius 116 der Gerechte,3145493,,,473509781,104344
Otto 1st,10503825,Helrec Adventures,15883,472980112,35688
Capon239,5772051,⚔️Fight for Fun⚔️,21626,472765270,248321
Happiness16,4162008,KEIN STRESS 🏖,14466,472193057,84889
ThoTar 1808,7297987,Hessian Dragons,109,472138249,34579
Alzuru,4586467,☠️NeverNight☠️,10520,471917208,175082
August,850974962,Sachsen Fighters🇺🇦,2198,471896705,244369
Alexander der Allgäuer,849532397,Wächter vom Allgäu🏔,21211,471316066,108519
empire strikes back,2334426,Die Muskeltiere,1276,471198139,77504
Horus Lupercal,850152651,Die Tavernenhocker,4833,471040261,83932
Lucky Mic,6554458,Simul nos sunt forti,3926,470947142,69855
Lorenz von Matterhorn,2349713,Herzogtum BY,15390,470640438,55381
R1Master79,851922310,ρℓαуιηg αηgєℓѕ,92,470626802,218333
Thea 1056 die Stolze,851439938,Ohne Verpflichtungen,14611,470322928,74572
duoline,4680607,Die GEXperten,4314,470266935,75522
0eXo0,3072752,🌄Horizon Adventurer,170,469861344,111275
M L K,7736830,,,469852466,160574
slavinho,849734872,,,468573190,135337
Juliana 1619 die Löwin,849402321,Capri Sonne Zwiebel,24823,468449371,63426
Oiski1602,852318918,FGB🌹,21516,468239006,373087
Laurii.,6360722,,,468109264,182752
racing paul,8670340,,,468012493,61315
Hamtidamty,3602051,🐉DragonRocker🏴‍☠️,7226,467706797,80852
Wilhelm v. Württemberg,2342182,Krähennest,11372,467695116,54424
Graf vom Bodensee,849898045,,,467334188,126939
Starke 1212,850932600,PVG,20722,467065606,83549
Andre 82,2746888,,,466738929,125874
Dunebug,849902982,*Die Weltenbummler*,6865,466697205,83039
Czarmar2020,848920203,2025/?,25745,466667740,87996
ACDC01,3973414,,,466552102,90947
Sophokles 704 der Weiße,5438396,,,466497116,116148
Titanicuna,850925719,Kommune,5397,466373007,261396
.Bruzze.,3824877,tester12,24687,466057663,37929
OLDENBURGER,851874910,,,465905213,286599
TrinitySunshine,852478333,Spirit of Herkules,21272,464617972,191935
gerd055,1564931,PokerstarsElite,313,463580105,75869
wastun,851081375,Insane Guardians,18918,463093549,125194
Herbert M.,2058772,🌍Weltkontor🌎,5204,462956636,149229
MonsterMo93,6690669,Only Ronin`s,17616,462374457,117285
Lodur4,2598264,ZumSpass,10733,461801208,89370
auriga,849251885,,,461786693,70515
Monkytown81,10197955,Kommune,5397,461222299,77413
leolucy,2351300,Freiheit 🕊️,894,460904368,49770
Grauer Wolf der Alte,852995869,Astra 💫 Australis,20187,460899294,220006
Antoninus 292 der Kecke,3461031,W-P ihr Verlierer 🖕,22316,460845267,83430
spezi3000,6790669,,,460759127,167626
Moe Lester,852695040,Insane Guardians,18918,460631670,189672
Cybershot24,852377555,ρℓαуιηg αηgєℓѕ,92,460560672,276037
Athanasia 5496 die Weiße,8290557,,,460542375,51859
hoschido,8540879,gemütlich,5949,460466481,70341
Toller Hecht,852755777,Dragon Riders,159,460398822,282968
DarkRey,3450101,,,459869240,99020
Diana 628 die Furchtlose,7605264,,,459777517,161283
Tacitus 78 der Krieger,2658661,Profikillers,10855,459718045,117673
Pandamm1,2612882,Maushausen,24656,459536519,76144
Gouverneur Todt,849626582,🇲🇰 ️Ostland 🇲🇰️,22874,459410468,44646
df9mv,8446924,Mosel Götter,18118,459283764,61157
WALHAL16,3215721,The Eligius Corp.,18673,459073638,59845
Aarewasser,852288328,Empire of Ubits,15750,458868774,107909
ColtSievers2018,8005144,Dragon Riders,159,458477123,110738
MuniMi,2483011,die alten Seelen,624,458056169,70598
Dr. van Geldern,2561413,Enterprise,877,457260278,58334
JohnBoB41,2843621,,,456986308,74858
Tim Beer,849824337,Beer Team,20173,456696151,26529
El Duderino the great,850418107,Cerveja,19697,456608423,85709
Marc der Ominöse,8618807,,,456067629,160353
Tell der Schwyzer,498365,Die Arbeiter,635,455921482,137959
Dany28,5485509,,,455511806,141283
Velline,7277597,⚔️ RAUBRITTER ⚔️,16111,455454969,235286
Ogololo,5463420,,,455290591,127808
TinglTanglTom,850871716,Bayrische Löwen,4377,455035301,94582
Black7Seven,8810757,Bayrische Löwen,4377,455004673,64564
Seppisepp4341,4031230,Tropheus Forge,3682,454589311,103642
C.Mogul,6011575,KEIN STRESS 🏖,14466,454322978,175649
Ronny5777,4761745,Herzogtum BY,15390,453633380,43637
Bonsai der erste,3767345,Die Sturmengel,8532,453522399,92889
Quercus Aurel,2345559,,,453509990,191007
sause123,2778877,,,452922745,85420
tom-bone,2693186,SleepingBeauty,16655,452723584,101242
luckyluke84,10122901,Easy Rider,16290,452103629,57584
Fritzzze,3984933,Barbarossa,957,452092369,55112
Isabelle86,2312908,Royal Honesty,23292,452087093,56315
Honeybuns,10524723,😇Engel+Strategen🈲,60,451758201,95285
hobs101,8072657,,,451561413,105163
großgrifo,5448772,,,451431499,75359
Sir Empire d. Erste,1356461,UND AUS !!!!!!,23498,451281959,131065
Hermodur,2946725,Royal Honesty,23292,451231242,77170
XÄND,9378936,turtle rain 🐢,24151,451194081,216720
Mokasin,851756319,Die Arbeiter,635,451040989,142867
froopalarm,4136003,,,451012050,83448
Mr Joker,2508823,die alten Seelen,624,450445261,66431
Pepsi1313,8748199,,,450434867,111682
Anastasius 8156 der Löwe,10523796,Halligalli,13082,450242617,72203
Fantaghiro 0205,2328877,,,450021744,95911
Allvater Chris,850458304,,,449496379,164616
Gatze,8669921,,,449481328,124589
MamaKäse,9686432,Spaß und Handel,12794,449330861,61805
Banksy,2508958,die alten Seelen,624,449187042,68638
aaronkossi,3022286,🐉DragonRocker🏴‍☠️,7226,448664128,96506
Simplicie,850257510,,,448616355,176753
Pillay,850747638,🥇 Neuaufsteher 🥇,12806,448117746,415668
Galerius 266 der Weise,3846853,Die Gelehrten,67,447948057,58016
Berserker der I.,6037205,,,447691717,153050
tj-bowman,9965476,🥇 Neuaufsteher 🥇,12806,447112818,286317
bruno1911,851263776,Stern des Südens,11150,446835171,193147
Klab Lebowsky,9242839,DerDude,24032,446821021,64273
Hera die Schlaue,3396138,Die Karawane,20,446609720,55095
First Lord of Darkness,849070123,,,446302727,132921
DeSeeBär,4423287,-Rebellion-,24575,446219189,217786
Hippo5,8649168,,,446165419,158666
chris2k,7232811,thrive,12480,446073175,168485
thunder05,2489797,nur so,3050,445974891,61930
cash24,4045918,,,445879435,167328
Micha2206,851135917,modjo 🇺🇦,8194,445756629,92503
*Der siebte Ritter*,6966068,Clan der Fischer,9193,445696507,92279
Blow out,6505033,Time out,22993,445175516,171657
babsytabsy,6894883,Schlafende Birnen,21179,445027993,122129
felix443,7617042,Die Schattenwächter,15246,445002116,256100
Boyd Crowder,2925519,,,444977615,97727
thomas der grose,8346936,Herzogtum BY,15390,444394262,62475
*JSL*,3338648,Moonlight Serenade,26,444314484,130101
Frry,849372182,Musketierchen 4.0,17389,444001921,111742
Attilas Helfer,7277683,Clan der Fischer,9193,443924691,91252
BadMattus,2478824,Twenty4Seven,1678,443885864,75114
Herakleios 959 der Jäger,4191548,🕊 Quo Vadis 🕊,2017,443840056,29310
Bummi707,2600649,,,442909368,88297
MarkusMa,2985795,,,442888639,90994
Dreier8,4650633,Krähennest,11372,442334375,62547
Nirvair,403108,Hunters im Urlaub,25497,442094087,121684
fritz2805,5943801,,,441615213,77354
McTruck,9182231,Mucky´s Clan,13220,441373850,70960
Melina 908 die Pfählerin,849594457,Knights of Asgard,6,441154217,191049
bajass9902,9665962,Astra 💫 Australis,20187,441083716,48605
leonidas little,850273758,,,440777455,163613
Darethor,10081777,nur so,3050,440673300,40122
fliegende Karotte,10427906,Die Minititanen,7296,440341511,269985
FurchtloserStefanius,4648922,Fight Unity,4954,439391227,62804
Nici 370 die Schlaue,4859070,,,439382424,76545
Aponi wo Ahte,10217186,Gummibärenbande,25604,439225659,217288
Dido 703 die Wei,9202692,Herzogtum BY,15390,439160255,119149
3?3?3?,6471625,,,438515049,112741
Rahimkahn,8297986,,,437713918,94530
matttze,1152450,Spaß und Handel,12794,437284884,155518
Haudraufundschlus,849155393,Inselchen,23941,437006524,175074
Naoasch,2942090,,,436938700,73365
Ofren1961,852731056,Kommune,5397,436857762,297121
Mächtiger Heman,3464479,Barbarossa,957,436832046,272785
Phils Forge,849533188,Forger,18817,436819970,90581
MassK,2599340,,,436766440,104341
Mille10000,6645487,,,436442662,136850
WAPITI,851784814,Cree,22432,436238614,202108
landbay,3988006,Dragon Riders,159,436069664,114179
blackcoin85,10086489,,,435340232,172201
wunderbarer karl,2641891,Fussball Freunde,21934,435215368,220576
Victoria IV.,7421723,☠️NeverNight☠️,10520,435035231,148298
Dinei der Mächtige,2442037,,,434984622,154615
Spekulatius I.,3443886,,,434966387,77853
hunz1,3266817,Next Generation,16,434892680,186470
tooobiCH,3232758,Rumgammler,20262,434398102,97609
reini910,853281646,Kommune,5397,434343570,95873
Hansi19,3270233,Herbstalter,22766,434334359,43315
Haselinho,1386907,Nur kein Stress 😴,14128,432883023,24730
Zoffira,849477651,Simply Irresistible,20073,432566785,99113
KosmischeEule,851385704,,,432233183,50059
Miroc21,4603393,Death Punch,1546,432137879,64993
Herodotus 2030 der Fuchs,10124025,,,432068975,279607
Einstein der Geniale,4575240,Die weißen Wanderer,4905,432057048,82616
ossel35,3194798,,,432016051,112993
LuckyLilu,852548476,Black Phönix,17642,431696207,179930
Hosenlos,4459851,Fight Unity,4954,431629413,62117
Tom Ost-See-Löwe,849679636,,,431431066,340939
guitarmichel,8521040,Halligalli,13082,431317925,99540
Antigonee,852758157,FunFighters,3537,431272446,201675
Charles 345,8860534,,,431205309,143306
Muckemacker,1932869,Harleywood,20869,431059148,209785
memo3,3735377,,,430420679,82959
Steemo,6771738,Das Bündnis,10026,430230930,72160
-Flavius-,9235666,Die Helden,8808,429357245,53588
Babix,849512277,,,429112308,179864
Onkel Mando,849185060,KEIN STRESS 🏖,14466,428992207,271800
Achaeus 374 der Rächer,5447997,Teutonen,108,428924637,68099
DrVanicek,4444105,,,428845514,138612
Roly772,5730984,,,428399520,79410
Turi der barmherzige,4097929,🕊Gorgonen🕊,4888,428396083,185247
Sir-KoSoK,2376200,,,428258901,100177
leninrambo,4495371,lenin 2020,15046,428210340,40055
xx Paul xx,849836732,ρℓαуιηg αηgєℓѕ,92,428158987,188700
webus366,851412032,Die Arbeiter,635,427787802,193056
Armenius1981,5646097,Mosel Götter,18118,427452609,52236
DallasGTX,850304794,MetalloSPGuild,19450,427077316,72579
Prandi007,10371563,Mittelwesten,9828,426719393,44924
Ruhmreicher Robertus,4754851,,,426498969,252752
lyrelle,8512910,Legati Minervae,13956,426298104,48978
Imkerbienchen,2455862,MAKEDONIA,1262,426167994,39962
Kathrin die Geknebelte,7238795,Die Schweigsamen,25530,425859442,88951
Argas 342 der Glückliche,6394677,borussia,7472,425398360,196609
derPolier,4828408,,,424883434,153955
Jack-O-Neal,10361534,(Just for fun),6733,424692581,252282
Perfo,6243497,,,424461678,109697
Madison die Große,9037589,Die Händler,1661,424211359,205167
Tana die Mächtige,2297689,,,424189049,79384
Hardcorpaul,7892445,Kommune,5397,424177514,159130
Tyrannus der Quetscher,6231818,Die Musketiere,6964,423859483,108663
jule.teckel,851057781,Astra 💫 Australis,20187,423567717,128775
AdIer,1937241,Die AdIer,24296,423445708,219796
Myarah,10212064,KEIN STRESS 🏖,14466,423427562,83610
Sir-Tim,849784291,,,423374919,115090
goersi,9823356,Art of War,7,423125228,57933
geht dich nix an,8447679,Enterprise,877,422534604,154282
Stari01,2604624,Nix zu machen,23672,422445350,60366
Mike2673,37691,Dragonis,4798,422420812,134273
HeiligerOsopolar,5469545,Next Generation,16,422263698,87528
ChiliAlpha,5469551,🔥 Feuersterne ⭐️,13890,421752761,180558
Yvan P.A. die Große,849854953,ρℓαуιηg αηgєℓѕ,92,421718346,172346
goldenritter,3658725,Die freien Völker,267,421437860,59284
Eddie1108,6934617,,,421305176,260608
Charlos der Große,9405512,Stand by me,13782,421201157,123447
dummsiedler,2940457,Schwabenland,1538,421185031,214169
Der Rote Schlächter,4265916,Dragonis,4798,421058108,81310
Schubiduh,850841054,Die Arbeiter,635,420747944,364661
Erebos-,8707076,Fairy Trade,68,420475579,79683
Dagoran,83148,Neu-Drachenfels,11825,420186642,22960
Brennius 700 der Listige,8062489,,,419797388,111372
maarkkuss,850820248,Kleine Tierschau,20502,419635616,62675
Harlequin420,8872855,Fairy Trade,68,419130020,47832
CreepchenPiet,853289723,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,418615801,111015
Brennius 280 der Blutige,4377713,....,23272,418496356,115803
just. ED.,5643783,,,418425919,100830
Edmund 860 der Tapfere,851307005,S҉P҉A҉R҉T҉A҉N҉E҉R҉,21384,418112541,208157
Hansdampf280,849275580,,,418069384,80435
Thoro65,1049293,Ruhe Zone,3914,417569726,83339
Euripides 1170 der Rote,7662731,Kommune,5397,417276930,129552
emmerich der zweite,6226453,Beamtenmikado,88,417071112,47856
Atta the Hero,851126316,RELIC HUNTERS,2803,416655695,67172
Annabelle1986,4862747,,,416347639,97401
Noxukau,5996459,,,416210985,113992
Viktor 1407 die Spinne,7160056,Kommune,5397,415395338,295257
Luckyray007,3832911,Helvetia,823,415142810,155010
mo1314,9999969,FGB🌹,21516,415133324,143066
Zelos 01,5170769,🕊 Grenzgänger 🕊,12219,415119689,45255
