name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
rdmw1958,9212160,Only Ronin`s,17616,499552,32,1079142261,289960
Joinmiller1511,7703018,FaS Freude am Spiel,21760,0,0,1077646191,357188
Mik der Mächtige,10218900,,,0,0,1077127728,304618
Adifico der Gebügelte,851701752,🌳grüner Hirsch🌳,8112,11784948,809,1075848515,186997
Dassi der Große 1980,850568080,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,7633579,397,1075448401,287877
Frank-n-Stein,6499735,RELIC HUNTERS,2803,115920,0,1074985560,125020
josy11,1269646,Hamburger Hanse,8586,2102855,91,1074083395,201937
otowner,852305981,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3573300,322,1072628213,395228
KampflustigerEdlerRico,6339264,Hamburger Hanse,8586,2018877,224,1072090798,362287
Keyafin,7753126,FunFighters,3537,1585946,245,1071342283,557050
Pierre 470 der Rächer,8440008,Verpflichtungslos,15784,4150022,421,1070306579,174739
Darkej,10669477,Yggdrasil,10153,11128874,604,1068793824,202425
Achillles,849411185,⚔️ Greek Mythos ⚔️,25151,0,0,1068793548,248754
malle180,849965946,KEIN STRESS 🏖,14466,1870850,560,1067730194,578257
Waynie 2,5164894,AktivLockerFair,1692,0,0,1067131739,239836
Darius 424 der Verwegene,7286708,😇Engel+Strategen🈲,60,0,0,1066926511,215173
Morph145,852792932,Rising Crown,3780,7786335,134,1064885452,193465
Gandalf37,4104479,✴ChillOut🔱,20520,2600473,184,1062706842,177175
Iransha Shelby,1659506,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,18325243,372,1062258601,254846
JudasKuner,2485188,Schwarze Engel🕊,4132,0,0,1060741855,91743
Dichi der Denker,850029098,Death Punch,1546,6230319,427,1058779041,202237
Nairolf8989,2312528,🔥 Feuersterne ⭐️,13890,2027195,209,1058776435,250142
Berry 52,10458768,gaming for fun,19234,2275597,208,1058143744,128589
Black1308,851496805,FunFighters,3537,3276197,100,1057967631,361746
Godefrod,8285171,Kommune,5397,4113585,276,1057318634,274613
Smetterling21,4772328,,,0,0,1054301188,219635
Lukas der Häuptling,3518123,×꧁Ψ☆LEGENDARY☆Ψ꧂×,18064,8893103,631,1053948548,116085
Decius 218 der Gütige,4273687,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,4163877,494,1053912525,206892
MiaPu,10169818,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2818956,333,1053761179,433982
iche50,4160423,Schwarze Engel🕊,4132,2822680,279,1053579847,147970
Kürsat der Tapfere,9554190,Das schwarze Auge,124,376545,5,1052389178,139202
Honorius 274 der Gnädige,4121875,nur so,3050,46593,10,1051857992,195643
Buildix Magna,4888413,,,0,0,1051626915,246302
ARG101s,6399775,Good Guys,7708,0,0,1051115335,198247
DJ.7,10666883,,,0,0,1050990155,267533
Frechste Eule,851559970,Enterprise,877,6930046,1258,1049668645,355566
Ariadne 1996 die Stolze,851572421,Halligalli,13082,2821612,69,1048791985,106379
Horter Porter,850244882,✨Freibären2.0✨,22933,3839965,454,1047813613,176618
Don 83,6001339,Black Phönix,17642,2822450,150,1047161552,116025
King Gulian,6387707,🐉DragonRocker🏴‍☠️,7226,1370591,124,1045720639,153998
Athanasia 8946 die Weiße,850246736,🌟Gilead🌟,3165,4610785,284,1044368658,222448
Thor333 der Prophet,9126900,🌟Gilead🌟,3165,10489636,293,1043711966,215808
RäuberTrevor,9630632,Spaß und Handel,12794,2081809,99,1042536966,184776
Häfelesbauer,849317083,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6292360,1027,1039092439,375772
Cognitiv,3597055,Armed Apes,1671,252500,1,1038466372,281592
Otto der Sammler,8895585,Herzogtum BY,15390,1359007,191,1035566165,261770
Ursus9999,849594655,AquatrollImmortal🌊,18187,880343,113,1035231341,137087
Martin.Der.Große,849843589,Art of War,7,0,0,1034641222,300175
Ole100,851874301,Vagabund,21755,4049354,655,1034610144,257153
Casper28,7922511,⚔Orden des Nordens⚔,11768,616093,128,1033859341,394475
Klausener,850070585,Easy Rider,16290,5313919,365,1033432331,189343
Heinz der 14.,5701406,Horizonta,19874,2092556,133,1033200459,156419
Wernerdi,4433407,modjo 🇺🇦,8194,4254366,373,1032291940,280142
maleseal,3433096,🇺🇦 Nemesis 🇺🇦,3701,-288724,36,1030901398,147536
friedensreich1,7232000,Auszeit,24629,1484053,160,1026966864,255842
ReD MeDusA,8189941,👽.FuTurAmA.👽,11065,3951005,410,1025610866,175235
Spielmobil,6535677,FGB🌹,21516,757817,21,1024604844,170879
Claus der Blecherne,1581266,Kommune,5397,610905,0,1024555409,251805
Petrus11111,849968983,KEIN STRESS 🏖,14466,8317905,668,1024419473,316394
Cymoril,8822785,,,0,0,1022837079,199295
Momme 1,4881579,Dragonis,4798,1353279,467,1022008597,545076
Berenike der Gütige,9775649,ρℓαуιηg αηgєℓѕ,92,1889013,858,1021577379,540018
Karl Stein,7003161,Frei und Freundlich,11817,0,0,1020649838,166613
El Bommelito,2775856,,,0,0,1020615650,267495
R.I.O,6703110,,,0,0,1020203159,205631
wikwist,9177209,Rising Crown,3780,2002038,188,1018591982,411326
Speedy-86,2907910,,,0,0,1016137967,186943
MadMax22,849569997,,,0,0,1014811087,299456
Rübensiegfried,8047158,,,0,0,1014797815,239041
- T H E O -,6002527,,,0,0,1013790036,369024
De Perack,1463290,Klein aber fein 😇,22685,2552415,0,1013019228,146402
Evan der Mächtige,2902079,,,0,0,1011592859,207964
Holly Gold,7988340,Time out...,25450,324548,18,1010024386,262763
HeldBilbo,849160816,☮️Mittelerde🕊️,17021,2961176,665,1009951529,475036
Lupus der Vielgesichtige,850111073,Spaß am spielen 😎,18891,1975331,208,1008781096,265898
Guntarus,10492777,Knights of Asgard,6,6887462,825,1008075136,175442
Brrrzzz,849474405,,,0,0,1006888977,284700
AshRaTempler,851150530,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,31739725,46,1004834674,328252
Quacky1411,3389401,Dragon Riders,159,2104817,150,1004673759,124321
Fetzi der Gerechte,4715101,🧊Ice Gilde🧊,6289,2687239,296,1004518276,139180
Olaf999,4101948,Black Phönix,17642,894783,44,1004001197,151647
Schnudi,3293305,Black Phönix,17642,0,0,1002502245,212334
akatze,2174897,Hessian Dragons,109,350255,51,1001553239,131580
Alan 533 der Gütige,10445111,,,0,0,1001070013,191420
Bauwalli,3920080,Black Phönix,17642,388410,0,1000740951,109555
Mark von Markistan,3522058,,,0,0,1000099063,189122
Thorwald Asgardson,8728957,Yggdrasil,10153,10918113,1039,998697147,162383
Lord Hiltman,6916302,🇺🇦 Nemesis 🇺🇦,3701,1034065,64,998669410,170619
Schildi17,9731349,Rising Crown,3780,2814444,218,998586368,432375
Michael von Passau,849540216,Sun rising ☀️,20014,126765,0,996371563,166068
Duke van Dort,8766581,☠️NeverNight☠️,10520,370331,23,996350222,479020
Master Boy,7067692,🌹Spielen zum Spaß🌷,6977,2675968,235,996113679,238233
Irene 217 die Herrliche,3813337,Die Tavernenhocker,4833,3845370,29,995330360,103632
Sir Jogi der 1.,851867453,Helden der Birne,5088,630460,21,995187606,206685
SlayerX512,3976238,Black&Death,1289,3667835,286,995019000,156435
Flowsdiener,850126695,Kommune,5397,6667366,299,994581184,213362
Bibi50,3395040,Die Templer,1238,3058028,301,992709620,142286
Dönerschule,8417985,,,0,0,992289253,265963
Freydis Stjal,851428523,Godan daginn,21415,5601857,449,991870817,190287
Edward 605 der Falke,9573803,Die Arbeiter,635,4021228,317,991641417,164243
Lord Knallinger,2677824,Die selten spielen.,6781,3756278,471,991175409,231250
Argas 41 der Furchtlose,2312729,,,0,0,989811417,217442
An-Namrud,8894171,D. Unerschrockenenᵁᴬ,13198,442100,9,989508208,127934
HUMBERTUS,8957804,───,20328,1768991,47,988240200,109564
Ratbert007,7505074,TnT007,9233,8447314,242,986091701,140052
SativuS,4038113,Death Punch,1546,5099279,578,985545230,141064
reli17,9050404,Insane Guardians,18918,2224312,157,984981670,184411
Max-Joseph,850418347,Jedermann,23253,1084771,146,984835558,175374
Der Spanier,851365201,Spaß und Handel,12794,4807078,413,984730842,223403
Bearman12,850979715,Zweitwohnsitz,6937,1144798,185,984704747,136724
Der-Ausbilder,4151270,🤘🍻Biergarten🍻🤘,19939,707615,28,984538556,145925
Philipp 625 der Jäger,8095624,🥒Spreewaldgurken🥒,10696,628488,110,982942788,436352
Themurah der Seher,5858610,😇Engel+Strategen🈲,60,164721,13,982227602,171763
Kleiner Hase,2827163,Æquilibrium,12780,0,0,981640941,163483
Tork der Zorger,2592937,Next Generation,16,1056147,66,981116248,179838
Mannany,851811113,Hamburger Hanse,8586,-922922,124,981051504,275920
ff1212121212ff,8331467,,,0,0,980907242,208413
Bankomat,849982865,Enterprise,877,4970180,624,980468931,135746
TranceMarco,850261408,Astra 💫 Australis,20187,4462695,784,979292501,415691
Dogbert007,7421664,TnT007,9233,2432733,171,977542912,131540
Iphigenie 342 die Weise,2592349,Frei und Freundlich,11817,2118891,242,976926332,230839
tschanin,10446723,Die Flitzpiepen 🦄,20795,5175618,744,974983227,262749
Spackienus,9900079,Ü 50-OHNE PFLICHTEN,7652,868304,94,973736181,158349
Kaysers,849226077,,,0,0,972735441,264078
Serenitys,2784339,😇Engel+Strategen🈲,60,0,0,972643437,362470
Hazelcake,5038410,,,0,0,972400584,217671
SweetGaladriel,849193570,☮️Mittelerde🕊️,17021,1317387,302,972351382,468542
Giftmischer Miraculix,6180216,,,0,0,971690406,252849
WuTan.,2317943,Knights of Asgard,6,2023758,538,970247686,523978
Schmunzi,4097517,,,0,0,968645895,239913
Tacitus 408 der Pfähler,6296634,🐉DragonRocker🏴‍☠️,7226,98780,23,968017726,129444
Weiherwind,8117737,Weisse Rose,6843,3201391,467,966915461,519489
Wolle1802,850392272,Sachsen Fighters🇺🇦,2198,4000771,488,966788699,373575
Marbue,370537,KEIN STRESS 🏖,14466,0,0,965514780,147615
Livia 826 die Erhabene,9838338,Dragonis,4798,5068521,556,964037010,141530
juergen v H,2470635,,,0,0,963745597,278097
Sir Sciurus,849302046,🐿️ Sciurus🐿️,17369,1472065,93,963496096,171318
Lord Azze,5273653,Hessian Dragons,109,0,0,960716027,353559
Marienkäfer.,2344767,Woodys Bierstube,14569,834270,0,959695828,96661
Boudica 1434 die Falkin,10601409,Handelsgilde,113,1742763,264,959374189,164611
trine01,7576979,D. Unerschrockenenᵁᴬ,13198,616272,63,959177080,206997
Sysics,7869437,,,0,0,957322091,248215
Kybele 119 die Prophetin,2592780,Knights of Asgard,6,2276813,254,955640205,154064
Ramses .II,2336494,,,0,0,955121422,80037
Lady Extra,3640611,Barbarossa,957,162346,46,954188665,318295
bearusa der große,4729322,Hessian Dragons,109,409817,19,953060602,109931
ponjo,9092745,,,-82681,7,952710706,168914
Queen Babs die Sucherin,849746284,Die freien Völker,267,5052902,253,951475272,191106
Cimber23,852051884,Die Donnervögel,11511,4853852,629,949907275,235970
Cagigawa1,848915447,Force of Nature,21629,2547624,18,949727527,162117
eastproud,7202341,,,0,0,949548159,211901
Schanndakk,6934036,🐉DragonRocker🏴‍☠️,7226,5647471,345,948891832,173183
Michael280279,2324743,Caballeros del Coco,305,1620233,175,947793197,181571
140868,3129101,Kings Drakul,1477,20891839,399,946102009,253213
GrafRedfeet,2693082,Shadow Hunter,17937,2790259,293,945652492,176835
Ragnar1990,852679385,Spassecke,7428,980280,0,944423541,214830
Fritz48,9398827,Legati Minervae,13956,0,0,944346874,217200
Johnny Bravo,851737744,,,0,0,944337184,186049
Aze der Gute,848920758,Goats of Sparta,10522,0,0,943339822,353155
Dad-F,850404960,Enterprise,877,773206,25,940359514,282944
dhwds,9775311,ρℓαуιηg αηgєℓѕ,92,1380359,98,940195212,199086
König246,4760869,Cookie Rangers,5079,0,0,938663217,165118
Arwen1979,6505916,🇺🇦 Friedliche Händ,862,0,0,936669485,313953
Robin Löwenherz,850701823,Rising Crown,3780,23155358,430,936611023,641953
Lady Casy,850794475,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,2390717,194,935978318,313335
Angua von Überwald,852126253,🥇 Neuaufsteher 🥇,12806,8207151,679,935887474,339816
Torfi Gold,8007454,Time out...,25450,0,0,935844552,309852
Kaya Fels ina Brandung,7663331,Dragon Riders,159,5266795,494,935575072,243603
Sanne die Ruhige,7869960,Die freien Völker,267,4266216,88,934364228,169263
Alyssa 743 die Prophetin,7879359,Astra 💫 Australis,20187,2045437,34,933621040,129131
Nomad23,5253952,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,4110013,599,932908856,409968
tor69,2281836,ρℓαуιηg αηgєℓѕ,92,1903968,270,932337829,355458
Fredy der Laute,4484561,Ü 50-OHNE PFLICHTEN,7652,0,0,932156965,256214
Hohltüte,10125103,Helden der Birne,5088,888493,15,931126293,119678
Valeria 1378 die Gnädige,10001743,FunFighters,3537,2945906,407,930548143,387812
Dosy,852750006,Die Fraggles,24025,2502920,171,929564588,137053
Bart1x1Simpson,848906756,Bravehearts,16086,5340779,576,928180504,248265
Sir Adder,4042301,Enterprise,877,2542597,252,927971470,188157
Stefan der Affe,3043025,"Division""Wolfsrudel""",15833,564187,19,927092996,56191
Mac I.,5452613,Dragonis,4798,137173,23,926562488,187302
Badebugga,8683453,Only Ronin`s,17616,0,0,926265668,136412
anr59,3415143,Gandalfs Erben,4477,1856619,50,925970938,121150
Crasy Harry,6806644,,,0,0,925076624,374966
Isidore 632 der Schöne,8422473,Orchidee,14163,1346416,139,924765304,173099
Lomadar,7552787,Taj 🕌 Mahal,16562,476005,52,923998978,113258
Thales66,849232833,Meerkater 🇺🇦,16471,5502797,466,923805007,306519
Entero Bacter der Große,3473662,,,0,0,923331625,269746
00Xander,849207141,D. Unerschrockenenᵁᴬ,13198,2344766,339,922148748,641523
Matze1000,9791079,RuStaG  1913,2193,5593009,314,921146835,181932
feuerrüssel,849499415,Die Arbeiter,635,357567,85,920626491,302203
andreasgraben,7883163,Kain&Abel,12328,1379926,155,920242183,163277
Thor 3112,849224211,,,0,0,920120093,310829
Da Chacka,8646176,Orcas,5300,1974611,85,920036708,121264
Flamingb,2473510,Art of War,7,0,0,919906190,182848
Halodö der Erste,9106509,🕊 Grenzgänger 🕊,12219,1106615,91,919903671,184272
Almightyandi,6430203,Fairy Trade,68,529278,84,919478006,121218
Uwe***,10307668,Kommune,5397,2658390,343,919221934,473003
joeodin,1617663,nur so,3050,406297,52,919068113,169462
Oktavian 227 der Weiße,3771410,Urgestein,11095,0,0,918623087,168017
easy2own,848904255,,,0,0,917325222,239886
Heinr55,3136379,,,0,0,916844200,303584
Hammerman,851672178,🥇 Neuaufsteher 🥇,12806,5757263,857,915667553,280816
Simon Number One,10579458,Die Urlauber,18774,2130192,246,915606881,221661
herculesdiva,849821597,Horde 🕊🇺🇦,3441,5355660,868,915370963,478954
kasimir100,851968350,Vagabund,21755,4005683,752,914702335,224252
schinand,851125978,🌳grüner Hirsch🌳,8112,427312,93,913034986,320632
MacMunster,849412670,Rising Island 🏝,8070,6047273,547,909374646,310633
sps 89,5841859,Cree,22432,25335361,196,909298183,138939
BloodyNose,4653346,House of Linux,22293,87630,0,908755746,167575
Gudrid Stjal,851346947,Godan daginn,21415,6117325,487,908577968,188513
MacLupo,6561553,,,0,0,908354438,158803
SouIHunter,852787129,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4371228,270,907341701,446151
Messa die Ungeduldige,6395558,,,0,0,906784271,158096
sir-ben.42,2327152,Woodys Bierstube,14569,1602518,138,906532810,89545
sircobra2005,7795818,Die Händler,1661,2391521,254,906260943,125011
Mel89 die Listige,9142122,Legati Minervae,13956,0,0,904231971,272155
Wonder.,7947386,Outsiders,343,1716185,291,901678131,325660
Sweridan,6231392,Die 4 Musketiere UA,8902,2318096,286,899967091,203393
Annaka7,10591883,Zornroeschen,23905,1139114,143,899092138,218650
Shady I,9337294,,,0,0,898460236,143295
Waldboden16,850623429,KEIN STRESS 🏖,14466,6559492,424,896507973,195601
LunchpaketXXL,6119071,Dune,3404,1406802,181,894749632,193409
Daniel der Ranger,2331251,Lonely Wolf,3292,283755,0,894390244,93652
Konstanze 8372 die Weise,849535767,⚔Orden des Nordens⚔,11768,2963416,243,894110851,260225
Aschi78,4144145,😇Engel+Strategen🈲,60,495857,32,892961892,128307
Mike Ehrmantraud,852537961,D. Unerschrockenenᵁᴬ,13198,5819281,632,892759793,243751
Fritz -,851170692,Kommune,5397,7068307,767,892181382,338869
Darius 204 der Erbauer,3965184,► Die Wilde Jagd ◄,1313,0,0,891577992,173237
Rosor,10019621,RuStaG  1913,2193,4006497,844,891522251,437705
goldimperator,849083342,🥇 Neuaufsteher 🥇,12806,7694516,760,889673511,393405
RockFertigAus,3148548,😇Engel+Strategen🈲,60,-112000,0,888832315,149100
Christianus der Schöne,4986942,Die Flitzpiepen 🦄,20795,4191187,330,888650626,176743
Michel aus Lönneberga,850105025,Die Flitzpiepen 🦄,20795,611316,44,888200850,299973
quetzalquatel,6321850,,,0,0,888132818,194876
Bronski...,10323928,Helden der Birne,5088,1474709,86,886457917,163263
Kerschl,7963528,Zum Wohl die Pfalz,23995,1299227,170,885844705,265552
Pepi 1105,3508558,,,0,0,884505557,244741
Timmy the Turtle,850560798,Astra 💫 Australis,20187,2284667,372,882655393,517381
pacco2007,9845122,,,0,0,881860457,257918
Sir Mario der Erste,5514546,Drachenepos,7920,2358075,35,881358141,148268
Die garstige Eule,10492217,,,0,0,881215695,435305
Andi Waffen,851720651,RELIC HUNTERS,2803,5509553,446,881040803,325201
repplyfire,5143582,Dragonis,4798,6558187,419,880596949,152619
Lord Helmchen 09,849804616,🌟GEX🌟,23019,1912778,24,878939709,108052
Xanadu vom heiligen Berg,5343515,Bitcoin,9434,4343318,170,878595298,70471
SiggivonBrule,8146496,🐉DragonRocker🏴‍☠️,7226,16225,8,876893704,259896
Boss1988,849995741,,,0,0,875526091,172999
Peri Seven,851045160,,,0,0,875062827,212670
Daene,849394937,Black Phönix,17642,3199828,200,874975808,199861
Morena D,850507203,King+Queens,3262,1599872,46,874823419,115661
MistressA die Blumige,8106180,,,0,0,874655539,161845
Sloborn,849130103,Sternthaler,3240,3192262,388,874295219,163363
-x- King Chris -x-,3307046,,,0,0,872301380,179849
Pröbock,6230252,Freigeist,22,627670,16,870552276,101431
Leifr Eriksson,2925196,Jason der Grosse,18575,0,0,870176845,116406
joggerl der schreckliche,6906679,Dragonis,4798,1220634,114,869599018,132037
Klops der Pops,5203304,Sternthaler,3240,1454963,106,869566446,105494
Mandan 312 die Jäger,3601139,Ocularius-clan,10644,1284096,116,869158228,159497
TTToooommm,7978827,Knights of Asgard,6,598688,32,868061234,307810
Lord Tirion Lennister,2332954,,,0,0,866374705,231677
Falke PA,852211694,ρℓαуιηg αηgєℓѕ,92,6362150,262,866057304,133384
Viktor262,9727930,V.I.P.,25198,0,0,865939623,145917
Angel85,10263718,die sanftmütigen,1047,3400261,635,865641935,342502
horbinek,2312440,Die Arbeiter,635,5253547,119,864290328,128473
Aurelia 107,10074028,,,0,0,864042988,256755
Mona1909,850492634,Rising Crown,3780,7413671,857,863882062,205348
Lord Cyruss,7587044,,,0,0,863866490,203557
Rosalinde die Starke,3985957,,,0,0,863038664,197159
Tenzin2016,3172784,Woodys Bierstube,14569,1574306,87,862600120,109496
M8y-Gndan,4088157,Altenheim,19293,0,0,862280484,110563
Larryson,3660200,Blechbüchsenarmee,21590,0,0,861845915,78781
Lightning 95,7094016,AUSBEUTER,2772,4753334,336,861298227,138432
Solomon der Prächtige,2947190,,,0,0,861254992,231950
Feury,5809701,Art of War,7,4044573,475,860810535,177243
kaso76,4107895,,,0,0,860238697,403401
Der König Steiner,850053139,Hamburger Hanse,8586,7687775,1163,859344294,217280
gamblerEL,7858167,,,0,0,859013513,99784
Mohrihssan,3966658,Lebensbaum 🌳 🇺🇦,2894,353245,0,857897304,124368
lump89,850817741,Frei und Freundlich,11817,359940,0,856002422,118577
Dragon 147,7282202,Die 4 Musketiere UA,8902,0,0,855636704,61047
Muenstermann,7703113,Münsterland,24204,0,0,854636429,204817
kadeira,2312571,Freigeist,22,1926,0,853827477,112283
Master-iceman-hupe,4131829,Die Arbeiter,635,0,0,853529002,129718
Imbiss Bronko,8524617,,,0,0,853372721,188147
- Drake -,849781406,Die Händler,1661,6879215,356,852647034,182275
Gaugamel,851649671,Die Donnervögel,11511,3233440,264,851903712,172393
Corak,2925950,KEIN STRESS 🏖,14466,857029,78,851882990,345648
Arimor 6719,849095578,Black Phönix,17642,1991264,191,851882033,235092
